consulta,dia_semana,semana_del_mes,mes,cuatrimestre,anio,hora_discretizada,dni_discretizado,legajo_discretizado,posee_legajo,posee_telefono,carrera_valor,proveedor_correo,cantidad_caracteres,proporcion_mayusculas,proporcion_letras,cantidad_tildes,cantidad_palabras,cantidad_palabras_cortas,proporcion_palabras_distintas,frecuencia_signos_puntuacion,cantidad_oraciones,utiliza_codigo_asignatura,score,clase
"buen día, todavía no veo acreditado el boleto estudiantil en mi sube y en la página de la unlu dice que &quot;la persona ya tiene un beneficio asignado&quot; ",1,2,4,1,2018,0,3,4,1,1,54,7,158,0.0,0.7911392405063291,3,29,19,0.9310344827586207,0.0189873417721519,1,0,35.102596000000005,Boleto Universitario
"buenos días! quiero adherirme al boleto estudiantil provincial y me lanza el siguiente mensaje: &quot;la persona ya tiene un beneficio asignado&quot;. yo el año anterior tuve beneficio, pero este año no lo tengo, dado que, en reiteradas oportunidades, coloqué la tarjeta sube en las terminales de la anses que están en la unlu y nunca se me acreditó la suma en dicha tarjeta. saludos. analía benente. ",1,4,4,1,2018,0,3,1,1,1,54,3,401,0.0,0.800498753117207,5,67,35,0.8507462686567164,0.029925187032418952,4,0,35.086659999999995,Boleto Universitario
"buenos días! tengo una consulta sobre el boleto estudiantil provincial,  yo el año pasado lo tenia en funcionamiento. este año me aparece en mi perfil de alumno que el beneficio esta asignado pero al pasar la sube por una terminal el saldo no me se acredita. a que se debería?    muchas gracias !  ",2,3,3,1,2019,0,8,4,1,1,5,7,298,0.0,0.785234899328859,2,59,36,0.7627118644067796,0.020134228187919462,2,0,34.964783000000004,Boleto Universitario
"hola, por favor me podrían hacer acreditar la sube, pues realizo la operación en las terminales y no se acredita ningún saldo... muchas gracias por su atención... atentamente, walter f. quinteros- legajo 163686 ",2,2,9,2,2019,1,1,4,1,1,8,7,211,0.0,0.7630331753554502,4,34,14,0.9411764705882353,0.04739336492890995,7,0,34.736088,Boleto Universitario
"todavia no tengo el beneficio de boleto estudiantil provincial, aunque ahi dice que ya fue asignado, mi consulta es como hago efectivo el credito en la sube o la asignacion  ",6,1,4,1,2019,3,7,4,1,1,43,3,174,0.0,0.8103448275862069,0,32,20,0.90625,0.011494252873563218,1,0,34.664406,Boleto Universitario
"buenas tardes queria saber porque me dice error de credenciales al momento de hacer el boleto estudiantil provincial , hasta el mes pasado pude cargar el dia de hoy quiero cargarlo y no poseo mas el beneficio&iquest; que tengo que hacer ? ",0,1,3,1,2018,0,6,3,1,1,3,7,239,0.0,0.8075313807531381,0,43,22,0.8372093023255814,0.012552301255230125,1,0,34.589447,Boleto Universitario
"buenos dias, estaba recibiendo el boleto estudiantil, pero ayer fui a la terminar para apoyar la tarjeta y que se acredite el nuevo saldo, pero me apareció como que no tenía crédito pendiente para la carga. me pareció raro xq este mes no había hecho la carga. me podrían decir cual es mi estado ? gracias  ",6,4,11,2,2018,2,5,2,1,1,54,7,306,0.0,0.7941176470588235,6,58,33,0.7931034482758621,0.0196078431372549,2,0,34.290009999999995,Boleto Universitario
"buen dia, queria saber cuándo se acredita el boleto estudiantil provincial. ya que en la pagina me pone que ya tengo beneficio asignado. gracias ",4,1,4,1,2019,0,8,4,1,1,54,7,145,0.0,0.8137931034482758,1,25,13,0.92,0.020689655172413793,2,0,33.536148,Boleto Universitario
cuando intento solicitar el beneficio del boleto estudiantil provincial y luego de ingresar mis datos dice que ya poseo el beneficio asignado cuando no es asi. que forma hay de reiniciar el tramite? o verificar que se me acredite realmente dicho beneficio ,1,2,3,1,2019,1,7,4,1,0,54,7,256,0.0,0.828125,0,43,21,0.813953488372093,0.0078125,1,0,32.992775,Boleto Universitario
"buenas, tengo asignado el boleto estudiantil en mi tarjeta sube, y los días 20 de cada mes me tienen que acreditar. hasta ahora no me acreditaron nada,  desde el mes de julio que no me acreditan, quiero hacer un reclamo y tampoco puedo, si pueden tener una solución por favor informenme en el tema. muchas gracias ",6,4,8,2,2017,2,6,3,1,0,27,7,314,0.0,0.7898089171974523,2,58,29,0.8103448275862069,0.022292993630573247,2,0,32.867535,Boleto Universitario
buenas noches. quería realizar el reclamo ya que no se ha acreditado el saldo correspondiente al boleto estudiantil provincial en la tarjeta sube registrada a mi nombre. saluda atte. walter e. bernasconi. ,2,2,3,1,2018,3,3,2,1,1,7,10,205,0.0,0.8195121951219512,1,33,15,0.9696969696969697,0.024390243902439025,5,0,32.814014,Boleto Universitario
buenas noches. quería realizar el reclamo ya que no se ha acreditado el saldo correspondiente al boleto estudiantil provincial en la tarjeta sube registrada a mi nombre. saluda atte. walter e. bernasconi. ,2,2,3,1,2018,3,3,2,1,1,7,10,205,0.0,0.8195121951219512,1,33,15,0.9696969696969697,0.024390243902439025,5,0,32.814014,Boleto Universitario
"quiero saber la razón por la cual no se me acreditó el dinero correspondiente a mi tarjeta sube. me ha llegado el mail notificando que ya tenia acreditado mi dinero, pero al consultar el saldo, mi sube no tenía dicho monto. ",5,3,6,1,2017,3,7,4,1,1,27,7,224,0.0,0.7991071428571429,3,42,24,0.8333333333333334,0.017857142857142856,2,0,32.682827,Boleto Universitario
"buenas tardes. mi problema es que varias veces puse mi tarjeta en diferentes centrales sube para que se acredite el boleto estudiantil, luego de que el mes pasado ya se había acreditado normalmente, pero me aparece que no poseo recargas pendientes.  ",0,4,7,1,2018,3,8,4,1,1,3,7,250,0.0,0.816,1,43,23,0.8372093023255814,0.016,2,0,32.391785,Boleto Universitario
"perdi mi sube en la cual estaba registrado el boleto estudiantil provincial, ya tengo la nueva sube registrada pero al apoyarla en las terminales automaticas no se me carga el saldo del boleto estudiantil. quiero saber si necesito hacer algun tramite en el cual actualice el nuevo numero de la tarjeta sube para poder seguir obteniendo el beneficio.  muchas gracias. ",4,2,3,1,2018,3,6,3,1,1,1,7,367,0.0,0.8228882833787466,0,62,30,0.7903225806451613,0.010899182561307902,3,0,32.36187,Boleto Universitario
"quiero acceder al beneficio de boleto estudiantil que tenia el año pasado, y me dice que ya tengo el beneficio asignado, pero no se realizan las cargas del saldo en mi tarjeta sube, como puedo acceder a mi beneficio ya otorgado? ",0,1,8,2,2018,0,4,4,1,0,54,3,229,0.0,0.8034934497816594,0,42,23,0.8333333333333334,0.017467248908296942,1,0,32.32411,Boleto Universitario
"hola, yo inicié el tramite del boleto estudiantil con una sube a mi nombre y la perdí, igualmente nunca se me acreditó el beneficio. ahora compré otra y quiero iniciar el trámite pero me dice que ya tengo el beneficio asignada. que puedo hacer? ",3,1,4,1,2019,3,8,4,1,1,3,3,245,0.0,0.8,5,45,24,0.8666666666666667,0.02040816326530612,2,0,32.12444,Boleto Universitario
"buenas tardes, según la página tengo un beneficio asignado pero todavía no acredito el saldo ",4,4,3,1,2018,2,3,4,1,1,0,7,93,0.0,0.8279569892473119,3,16,6,1.0,0.010752688172043012,1,0,32.02496,Boleto Universitario
"buen día, consulto sobre el boleto estudiantil provincial. en la página de la unlu me dice que tengo el beneficio asignado pero todavía no tengo acreditado. gracias ",1,3,3,1,2018,0,3,4,1,1,54,7,165,0.0,0.8181818181818182,3,28,15,0.8928571428571429,0.01818181818181818,2,0,31.827996999999996,Boleto Universitario
"buenos dias! necesito saber si ustedes me pueden decir porque motivo no se me esta acreditando el saldo del boleto estudiantil, ya que cuando ingreso a mi perfil me dice&quot; la persona ya tiene un beneficio asignado&quot;,pero no se me acredito nada, cuando a mis compañeros si. ",1,4,3,1,2018,1,4,3,1,1,52,7,281,0.0,0.800711743772242,0,48,23,0.8333333333333334,0.02491103202846975,1,0,31.704348,Boleto Universitario
"mi consulta es respecto al boleto provincial,yo hice todo el tramite ya hace mas de una semana y cuando voy al portal sube no me acredita el crédito y no se por que es  ",1,3,5,1,2019,2,6,3,1,1,54,3,169,0.0,0.7869822485207101,1,36,26,0.8333333333333334,0.005917159763313609,1,0,31.56915,Boleto Universitario
"buenas tardes, no se me acredita el beneficio, en si nunca se me acreditó. nose si me falta hacer algún trámite más o acercarme a dicha universidad. saludos  ",3,3,3,1,2019,1,3,4,1,1,54,7,158,0.0,0.7911392405063291,4,30,16,0.8333333333333334,0.02531645569620253,2,0,31.568572999999997,Boleto Universitario
"buenas noches, tramite el boleto estudiantil provincial, y me dice que ya la tengo a la prestacion pero al momento de ir a una terminal para que se acredite me dice que no hay ningun beneficio para ser cargado. quisiera saber como puedo solucionar esto, verdaderamente necesito el beneficio para continuar cursando ",0,4,4,1,2019,3,5,3,1,1,5,3,315,0.0,0.8222222222222222,0,53,29,0.8113207547169812,0.012698412698412698,1,0,31.330208000000002,Boleto Universitario
"con respecto al boleto estudiantil provincial, quisiera saber acerca de la acreditación de dicho beneficio. en los meses de marzo y abril no se me ha acreditado la sube al pasarla por la t.a.s ",5,1,4,1,2019,3,6,4,1,1,3,3,193,0.0,0.8031088082901554,1,35,19,0.8571428571428571,0.02072538860103627,3,0,30.955115999999997,Boleto Universitario
"el beneficio del boleto provincial me aparece como ""ya asignado"", pero nunca me cargaron saldo en la tarjeta sube. que puedo hacer en este caso o a dónde me puedo comunicar? .gracias ",6,1,7,1,2018,0,6,3,1,1,3,7,183,0.0,0.7923497267759563,1,33,17,0.8787878787878788,0.03278688524590164,2,0,30.540552,Boleto Universitario
"buenas tarde, ayer fui a una terminal hacer consulta de saldo para que se me acredita el saldo de sube de agosto y me dice que no tengo ningun subsidio. yo hice el tramite y hasta el mes pasado me lo daban. que pudo haber pasado?  gracias,  ",2,2,9,2,2017,1,2,3,1,1,54,7,241,0.0,0.7759336099585062,0,50,31,0.76,0.02074688796680498,2,0,30.271171999999996,Boleto Universitario
cuando apoyó mi tarjeta sube me dice que no tengo recargas pendientes pero nunca se me acredita. quiero volver a hacer el trámite pero dice que ya tengo el beneficio. ,2,3,8,2,2018,3,8,4,1,1,54,7,167,0.0,0.8083832335329342,2,31,17,0.8064516129032258,0.011976047904191617,2,0,30.22043,Boleto Universitario
hice el tramite por el boleto estudiantil hace 2 meses aprox. y aun sigo esperando a que se me acredite el correspondiente derecho.  ,5,5,6,1,2018,2,7,4,1,1,8,3,133,0.0,0.7969924812030075,0,25,16,0.88,0.015037593984962405,2,0,30.144325,Boleto Universitario
"buen día, quería saber cuando se acredita el boleto estudiantil porque no lo veo reflejado y en la página de la unlu me aparece la leyenda &quot;la persona ya tiene un beneficio asignado&quot; ",4,2,3,1,2018,0,3,4,1,1,54,7,193,0.0,0.8031088082901554,3,34,18,0.9411764705882353,0.015544041450777202,1,0,30.085155,Boleto Universitario
hola hace no se me acredita el salgo en la sube sobre el subsidio desde hace 2 meses. gracias ,2,3,4,1,2018,1,4,3,1,1,43,7,94,0.0,0.776595744680851,0,20,13,0.9,0.010638297872340425,1,0,30.028774,Boleto Universitario
en la solicitud del  boleto estudiantil provincial me dice que ya tengo un beneficio asignado. pero es un error. como puedo tramitar de nuevo el beneficio? ,2,3,3,1,2018,3,3,1,1,1,4,7,156,0.0,0.8076923076923077,0,28,16,0.9285714285714286,0.019230769230769232,2,0,29.796090000000003,Boleto Universitario
"hola, hice hace un mes y algo el tramite online para el boleto estudiantil provincial pero no me asignaron nada en la sube. cuando quiero hacer el tramite otra vez me dice que ya tengo un beneficio asignado. &iquest;qué tengo que hacer? ",4,1,5,1,2019,1,8,4,1,1,3,3,237,0.0,0.7974683544303798,1,43,25,0.8372093023255814,0.02109704641350211,2,0,29.791120000000003,Boleto Universitario
"el beneficio del boleto provincial me aparece como &quot;ya asignado&quot;, pero  nunca me cargaron saldo en la tarjeta sube. que puedo hacer en este caso o a dónde me puedo comunicar? .gracias  ",6,1,7,1,2018,0,6,3,1,1,3,7,195,0.0,0.7846153846153846,1,35,18,0.8285714285714286,0.03076923076923077,2,0,29.778702000000003,Boleto Universitario
"el boleto estudiantil dice que ya tengo el beneficio otorgado pero no se carga a mi tarjeta sube, que tengo qur hacer? yo hice el tramite el año pasado ",1,1,3,1,2018,1,7,4,1,1,3,7,152,0.0,0.7960526315789473,0,30,18,0.8333333333333334,0.013157894736842105,1,0,29.687824,Boleto Universitario
"hola buenas tardes, escribo porque hice el tramite por el boleto estudiantil el 3 de agosto y todavía no recibí el saldo en mi tarjeta sube, el beneficio me figura como ya asignado, espero su respuesta, saludos. ",3,4,8,2,2017,1,5,2,1,1,27,7,212,0.0,0.7971698113207547,2,38,19,0.8947368421052632,0.02358490566037736,1,0,29.682594,Boleto Universitario
realice el trámite del boleto estudiantil en mayo y aún no lo acreditan y no me permite realizarlo nuevamente porque dice que tengo un beneficio asignado. que debo hacer para tener el beneficio? ,4,3,7,1,2018,2,5,2,1,1,5,7,195,0.0,0.8205128205128205,2,34,19,0.8823529411764706,0.010256410256410256,1,0,29.667818,Boleto Universitario
realice el trámite del boleto estudiantil en mayo y aún no lo acreditan y no me permite realizarlo nuevamente porque dice que tengo un beneficio asignado. que debo hacer para tener el beneficio? ,4,3,7,1,2018,2,5,2,1,1,5,7,195,0.0,0.8205128205128205,2,34,19,0.8823529411764706,0.010256410256410256,1,0,29.667818,Boleto Universitario
hace aprox. 15 días realice el tramite para que me acrediten el importe del boleto estudiantil en el sistema me figuraba que me enviaban un mail cuando me lo acrediten y nunca me llego quiero saber por que motivo no se me acredito desde ya muchas gracias.  ,3,1,7,1,2018,2,2,4,1,1,4,7,257,0.0,0.7976653696498055,1,49,28,0.7755102040816326,0.007782101167315175,2,0,29.624338,Boleto Universitario
"hola, tengo problemas para lograr cargar el saldo de este mes en mi tarjeta sube del boleto estiudiantil en las terminales para dicha gestion. quisiera saber si debo realizar alguna renovación o trámite nuevamente para acreditarlo o simplemente debo esperar para hacerlo. desde ya muchas gracias. ",3,1,4,1,2018,1,5,3,1,1,27,12,297,0.0,0.8316498316498316,2,47,21,0.8723404255319149,0.013468013468013467,3,0,29.596378,Boleto Universitario
hola queria saber porque este año no se acreditan en mi tarjeta sube el dinero del boleto estudiantil? ,0,3,3,1,2018,1,7,4,1,1,3,7,103,0.0,0.8155339805825242,0,19,11,1.0,0.009708737864077669,1,0,29.505281,Boleto Universitario
"buenas tardes, el dia 16/05/2016, en la sede san miguel, solicite la reincorporacion y el cambio de carrera, la cual inicialmente era licenciatura en administracion, y  ahora contador publico. pero en mis datos sigue figurando la de licenciatura. agradecere su respuesta . estela ",4,4,5,1,2016,2,1,1,1,1,54,3,280,0.0,0.7785714285714286,0,45,24,0.8,0.02857142857142857,3,0,23.96145,Cambio de Carrera
buen dia estimados: yo retome este año la cursada luego de estar inactivo desde el 2014. mi plan era lic. en admin con anexo a contador publico. ahora se actualizaron las carreras. tengo que cambiarme de plan? o puedo continuar con la carrera que estoy haciendo y luego seguir ciclo de contador publico? ,0,1,8,2,2019,1,4,2,1,1,0,7,304,0.0,0.7894736842105263,0,54,26,0.8703703703703703,0.023026315789473683,4,0,23.701294,Cambio de Carrera
buen dia estimados: yo retome este año la cursada luego de estar inactivo desde el 2014. mi plan era lic. en admin con anexo a contador publico. ahora se actualizaron las carreras. tengo que cambiarme de plan? o puedo continuar con la carrera que estoy haciendo y luego seguir ciclo de contador publico? ,0,1,8,2,2019,1,4,2,1,1,0,7,304,0.0,0.7894736842105263,0,54,26,0.8703703703703703,0.023026315789473683,4,0,23.701294,Cambio de Carrera
buen dia estimados: yo retome este año la cursada luego de estar inactivo desde el 2014. mi plan era lic. en admin con anexo a contador publico. ahora se actualizaron las carreras. tengo que cambiarme de plan? o puedo continuar con la carrera que estoy haciendo y luego seguir ciclo de contador publico? ,0,1,8,2,2019,1,4,2,1,1,0,7,304,0.0,0.7894736842105263,0,54,26,0.8703703703703703,0.023026315789473683,4,0,23.701294,Cambio de Carrera
hola quisiera que me cambien la carrera de licenciatura en enfermería por licenciatura en administración es que la quiero cambiar y no puedo ,6,3,2,1,2019,1,8,0,0,1,3,3,141,0.0,0.8368794326241135,2,24,14,0.8333333333333334,0.0,1,0,22.577526000000002,Cambio de Carrera
"hola, tengo 2 consultas (me acaban de entregar el titulo de contador publico). la primera es por que al entrar a sistemas academicos web me figura como no habilitado, tiene que ver con que ya me egrese? la segunda es como tengo que proceder para pedir el cambio de carrera a lic en adm y contar con las equivalencias de contador publico. espero su respuesta, saludos ",0,4,11,2,2018,3,5,2,1,1,54,7,367,0.0,0.7956403269754768,0,67,38,0.7761194029850746,0.01634877384196185,2,0,22.162516,Cambio de Carrera
"buen día;  tengo dos legajos por estar haciendo contador público y la licenciatura en administración al mismo tiempo, pero no puedo recordar el número de legajo para la segunda carrera. como puedo hacer para tenerlo de nuevo?  ",1,1,5,1,2019,0,7,3,1,1,54,3,227,0.0,0.8105726872246696,4,40,20,0.85,0.01762114537444934,1,0,21.84979,Cambio de Carrera
"estimados, buenas tardes! quisiera saber como podría hacer para cambiar de la carrera de licenciatura en administración a contador publico. gracias!  ",2,3,4,1,2018,2,4,2,1,1,3,13,150,0.0,0.8266666666666667,2,23,9,0.9130434782608695,0.02666666666666667,1,0,21.582729999999998,Cambio de Carrera
hola que tal yo estaba estudiando el profesorado de edueducación física y queria saber si puedo cambiarme a la carrera de contador publico. desde ya muchas gracias por su respuesta ,6,1,6,1,2016,3,5,2,1,0,54,3,181,0.0,0.8287292817679558,2,31,15,0.967741935483871,0.0055248618784530384,1,0,21.342914999999998,Cambio de Carrera
"yo bajo el legajo 141971, cursaba la licenciatura en trabajo social, tuve un infarto y no volvi a cursarla ,desearia hacer el cambio de carrera a la licenciatura en historia, de ser posible por favor confirmarmelo.gracias ",3,2,5,1,2018,2,1,3,1,1,6,3,222,0.0,0.7882882882882883,0,37,19,0.8378378378378378,0.02252252252252252,1,0,21.096945,Cambio de Carrera
por problemas laborales no me fue posible cursar el primer cuatrimestre y anotarme en el segundo. quisiera saber que posibilidades tengo de retomar la carrera el año que viene y si es posible cambiar de la licenciatura en administración a contador publico. desde ya agradezco su atención en el presente mensaje. ,3,3,8,2,2016,3,4,3,1,1,3,7,312,0.0,0.8269230769230769,2,52,26,0.8076923076923077,0.009615384615384616,3,0,20.815035,Cambio de Carrera
"soy enfermera universitaria de la universidad de quilmes, quiero hacer la licenciatura en enfermería 2018. vivo en moreno. ",1,3,10,2,2017,0,1,0,0,1,52,14,123,0.0,0.7967479674796748,1,19,9,0.8421052631578947,0.024390243902439025,2,0,20.795134,Cambio de Carrera
quería saber si haciendo la carrera de administración de empresas y haciendo un año mas también me daban el titulo de contador publico  ,2,5,3,1,2016,2,7,3,1,0,54,7,136,0.0,0.8235294117647058,3,25,13,0.84,0.0,1,0,20.726912,Cambio de Carrera
"buenas. quisiera hacer una consulta. estoy en la carrera de contador publico, retomando desde este año, 2017. es posible borrar dentro de la situación académica, las cursadas anteriormente donde mi situación quedo en ausente o libre desde 2011 hasta el 2014 inclusive? por la longitud no me es posible describirlas manualmente. gracias de antemano. ",6,3,11,2,2017,1,4,1,1,1,54,3,349,0.0,0.7851002865329513,3,55,23,0.8363636363636363,0.025787965616045846,5,0,20.328543,Cambio de Carrera
"hola, soy ingresante de la carrera contador público y estoy anotada en la materia (20102)tintroducción a la administración en la comisión número 2. quisiera saber si es posible cambiarme a la comisión número 7. en el caso de ser posible, me gustaría saber cómo. desde ya muchas gracias, daiana ",5,4,2,1,2016,0,5,3,1,0,54,3,294,0.0,0.782312925170068,9,50,24,0.78,0.02040816326530612,3,0,19.83986,Cambio de Carrera
me anote el otro día y me quería cambiar de carrera a contador publico  ,0,4,11,2,2018,2,7,4,1,1,54,7,72,0.0,0.7916666666666666,2,16,10,0.875,0.0,1,0,19.612644,Cambio de Carrera
"hola, hice el cambio de carrera de ing. en alimentos a contador publico. quiero saber si la asignatura  elementos de matematica(alimentos) ya aprobada, me la dan como valida para la carrera de contador o si tengo que volver a cursarla. gracias ",3,3,5,1,2018,1,6,4,1,0,54,7,244,0.0,0.7991803278688525,0,43,24,0.7674418604651163,0.020491803278688523,3,0,19.546328,Cambio de Carrera
quería saber si se pudo hacer el cambio de carrera a licenciatura en enfermería y cómo puedo ingresar en mi perfil no me deja entrar con mi número de documento ,1,5,10,2,2018,1,8,3,1,1,3,3,160,0.0,0.8125,4,31,18,0.9032258064516129,0.0,1,0,19.386059,Cambio de Carrera
"hola buenos dias yo quiero retomar la carrera de contador publico desde el año 2016 que la habia dejado , tengo aprobadas 12 materias hasta donde curse quisiera saber en el caso que continue con el plan nuevo si esas materias que tengo aprobadas me la reconocen o tengo que volver hacerlas otra vez ?  ",3,4,2,1,2019,1,4,2,1,1,54,7,302,0.0,0.7880794701986755,0,57,31,0.7894736842105263,0.006622516556291391,1,0,19.311870000000003,Cambio de Carrera
hola buen dia queria consultar por que yo me quiero anotar para la carrera de contador publico yo hace dos años estaba haciendo la carrera de ed fisica al intentar anotarme medice que tengo que ir a la cede como seria el tramite muchas gracias  ,0,4,10,2,2015,0,5,0,0,1,0,7,245,0.0,0.8122448979591836,0,47,28,0.8297872340425532,0.0,1,0,19.279954999999998,Cambio de Carrera
"hola, buenas tardes tenía una consulta acerca del cambio de carrera, yo soy estudiante de administración, ingresé el año pasado y este año cambió el plan de contador publico. yo quisiera saber si podía cambiarme a la carrera de contador publico pero con el plan viejo, no el que está ahora, ya que el plan viejo de contador con el de administración coinciden en las materias. muchas gracias! ",0,1,9,2,2019,2,8,4,1,0,3,3,392,0.0,0.8061224489795918,7,69,38,0.7391304347826086,0.02040816326530612,2,0,19.234138,Cambio de Carrera
"buenas! yo este año me inscribi pero no pude empezar por temas laborales, el año que viene, o sea 2018, si voy a poder asistir a las clases, pero me tengo que volver a inscribir y no se como hacer porque la pagina me dice que ya estoy inscripta, como puedo cambiar eso? porque este año me inscribi para contador publico pero al final quiero hacer la licenciatura de administracion y no se como cambiarlo. tampoco me llego el numero de legajo nunca. muchas gracias ",3,2,12,2,2017,1,7,0,0,1,0,3,464,0.0,0.7887931034482759,0,86,49,0.7093023255813954,0.01939655172413793,2,0,19.201836,Cambio de Carrera
"buenas tardes, quería consultar porque en noviembre del año 2017 realicé el cambio a la carrera contador público, pero todavía no visualizo el cambio. sucedió algo?  gracias! ",0,1,2,1,2018,1,3,2,1,1,54,7,175,0.0,0.7885714285714286,5,29,12,0.9310344827586207,0.02857142857142857,1,0,19.181252999999998,Cambio de Carrera
"estimados   deseo consultar que posibilidades tengo para cambiar de carrera, si es posible hacerlo para comenzar a cursar en el 2do período 2016.  a la espera de respuesta saludo atte.- ",5,3,4,1,2016,2,1,1,1,1,0,3,186,0.0,0.7741935483870968,1,34,17,0.8235294117647058,0.016129032258064516,2,0,18.769289999999998,Cambio de Carrera
"hola! me gustaría saber si es posible cambiarme de carrera (de ingeniería en alimentos a contador público). y en caso de ser posible &iquest;tengo que presentar algún documento?. también, me gustaría saber si puedo integrarme en este cuatrimestre o en todo caso &iquest;cómo sería?. gracias. ",4,4,5,1,2017,2,7,4,1,0,1,7,292,0.0,0.797945205479452,8,46,22,0.782608695652174,0.03424657534246575,4,0,18.755854,Cambio de Carrera
"buenas tardes,  quiero saber si estoy a tiempo de anotarme para la carrera de contador publico para cursar e el segundo cuatrimestre del 2017.  aguardo su respuesta,  gracias, carla ",4,1,6,1,2017,3,3,0,0,1,54,7,182,0.0,0.7802197802197802,0,33,15,0.8484848484848485,0.02197802197802198,1,0,18.643848000000002,Cambio de Carrera
"hola, quisiera saber si podría cambiar de carrera a la de contador público y como debería hacer. gracias  ",5,1,2,1,2019,2,8,0,0,1,3,7,106,0.0,0.8018867924528302,3,20,9,0.9,0.018867924528301886,1,0,18.501741,Cambio de Carrera
quería saber si me puedo cambiar a la carrera de contador público antes de que comience la cursada .  ,1,1,3,1,2019,2,6,4,1,1,3,3,102,0.0,0.7941176470588235,2,21,11,0.8571428571428571,0.00980392156862745,1,0,18.501741,Cambio de Carrera
buenas tardes..  consulta estudie en la unlu la carrera de contador publico deje la carrera estoy interesada en volver a cursar en la unlu pero la carrera de profesorado de educación  física.. queria saber como tengo que volver anotarme gracias ..  ,6,4,2,1,2019,3,4,0,0,1,0,3,249,0.0,0.7991967871485943,2,45,23,0.6666666666666666,0.024096385542168676,6,0,18.484863,Cambio de Carrera
