consulta,dia_semana,semana_del_mes,mes,cuatrimestre,anio,hora_discretizada,dni_discretizado,legajo_discretizado,posee_legajo,posee_telefono,carrera_valor,proveedor_correo,cantidad_caracteres,proporcion_mayusculas,proporcion_letras,cantidad_tildes,cantidad_palabras,cantidad_palabras_cortas,proporcion_palabras_distintas,frecuencia_signos_puntuacion,cantidad_oraciones,utiliza_codigo_asignatura,score,clase
"buenos días. hice el tramite del boleto estudiantil provincial pero a la semana me robaron la sube, la di de baja y puse otra a mi nombre. cuando quise volver a hacer el tramite me dice que ya tengo asignado un beneficio pero no me cargaron nada. &iquest;como puedo hacer para cancelar el tramite o hacer que me carguen en la nueva sube?  ",0,2,8,2,2018,1,8,4,1,1,2,2,339,0.0,0.7905604719764012,1,65,36,0.7384615384615385,0.017699115044247787,3,0,28.951634999999996,Boleto Universitario
"buenos dias, el año pasado yo tenia asignado el boleto estudiantil provincial, pero se me rompio la sube, entonces la denuncie por rotura, este año me compre otra sube, la registre a mi nombre e intente hacer el boleto estudiantil provincial pero no me deja hacerlo, porque dice que ya poseo el beneficio. &iquest;como puedo hacer para asignarle el beneficio a mi sube nueva? ",5,3,4,1,2018,1,7,3,1,1,25,2,376,0.0,0.8031914893617021,0,65,33,0.7538461538461538,0.023936170212765957,1,0,28.83735,Boleto Universitario
"hola quise hacer el tramite para el beneficio del boleto estudiantil  y me dice que ya tengo un beneficio asignado, queria saber cual es ese beneficio?? ",3,1,6,1,2017,2,6,3,1,1,54,2,153,0.0,0.803921568627451,0,28,16,0.8928571428571429,0.0196078431372549,1,0,28.791481,Boleto Universitario
"hola buenas tardes, queria consultar por el beneficio del boleto estudiantil, en la pagina me dice que ya tengo asignado el beneficio pero cuando voy a la estacion de la universidad no me realiza la carga. queria saber a que se debe. mi numero de tarjeta sube es 6061268033831906 ",0,4,6,1,2017,2,6,3,1,0,29,2,280,0.0,0.7535714285714286,0,50,28,0.8,0.014285714285714285,2,0,28.239523,Boleto Universitario
buenas noches estoy sin recibir mi carga mensual en la sube hace tiempo y en las maquinas me informan que no pertenezco a ningún beneficio. quería consultarles si es necesario renovar el boleto estudiantil o hacer algún tramite nuevo desde ya muchas gracias!  ,3,2,3,1,2019,3,8,4,1,1,17,2,260,0.0,0.823076923076923,3,45,20,0.9555555555555556,0.007692307692307693,1,0,28.177332,Boleto Universitario
buen día la consulta es porque hice los tramites para mi titulo y pertenezco a la colación 111 y aun no recibí mas novedades. quería saber si estaba todo bien o falta alguna documentación.  desde ya les agradezco y aguardó su respuesta. ,0,3,2,1,2018,0,5,2,1,1,41,3,237,0.0,0.7932489451476793,6,44,26,0.9090909090909091,0.012658227848101266,3,0,28.036306,Boleto Universitario
hola del año pasado soy estudiante y tengo y hice el tramite por el boleto estudiantil a nivel provincial y no se hace efectiva la carga este año. y este año estoy cursando en lujan y quisiera sacar el boleto a nivel municipal y no  me permite sacar este boleto. no se que tramite tendria que hacer para tener mi boleto estudiantil. gracias ,3,2,3,1,2019,2,1,4,1,1,5,3,341,0.0,0.8035190615835777,0,65,37,0.676923076923077,0.008797653958944282,3,0,28.028565999999998,Boleto Universitario
"hola buenas noches, tengo un inconveniente con la carga del boleto estudiantil. dice que no tengo cargas pendientes. y cuando quiero registrarme en el sistema dice que ya tengo asignado un beneficio. quisiera saber qué debo hacer para solucionar este inconveniente. espero una pronta respuesta. desde ya muchas gracias ",6,3,3,1,2018,3,4,4,1,0,43,2,319,0.0,0.8275862068965517,1,50,22,0.88,0.018808777429467086,5,0,28.020758,Boleto Universitario
"perdi mi sube en la cual estaba registrado el boleto estudiantil provincial, ya tengo la nueva sube registrada pero al apoyarla en las terminales automaticas no se me carga el saldo del boleto estudiantil. quiero saber si necesito hacer algun tramite en el cual actualice el nuevo numero de la tarjeta sube para poder seguir obteniendo el beneficio.  muchas gracias. ",4,2,3,1,2018,3,6,3,1,1,1,3,367,0.0,0.8228882833787466,0,62,30,0.7903225806451613,0.010899182561307902,3,0,27.934234999999997,Boleto Universitario
"buenos días, hace unos meses realice el trámite de boleto estudiantil y me lo asignaron.. hace un mes aproximadamente perdí la sube y al comprar una nueva la registre a mi nombre pero no me asignaron más el boleto estudiantil y no puedo volver a realizar el trámite porque me dice que ya tengo asignado el beneficio.. mi consulta es cómo puedo volver a obtenerlo, desde ya muchas gracias  ",3,3,10,2,2017,0,7,4,1,1,54,2,389,0.0,0.8046272493573264,6,71,39,0.7183098591549296,0.015424164524421594,4,0,27.443997999999997,Boleto Universitario
"no se como iniciarme en el tramite del boleto estudiantil provincial, al iniciar el tramite me dice que ya tengo el beneficio asignado. ",5,3,4,1,2018,3,7,4,1,1,2,3,136,0.0,0.8161764705882353,0,24,14,0.875,0.014705882352941176,1,0,27.269674,Boleto Universitario
"buenos dias!  quería consultar, por que cuando ingresó a tramitar el boleto estudiantil me dice que ya tengo el beneficio asignado si eso no es así? ?  ",0,4,11,2,2017,0,5,0,0,0,0,3,152,0.0,0.7828947368421053,3,30,18,0.8666666666666667,0.02631578947368421,1,0,27.19235,Boleto Universitario
"hola buenas tardes, quería saber por qué me aparece que ya soy beneficiaria del boleto estudiantil, y cuando acerco mi tarjeta sube a la terminal para hacer la correspondiente carga, me dice que no tengo saldo para cargar. muchas gracias, saludos ",0,3,3,1,2019,3,7,4,1,1,54,2,247,0.0,0.8137651821862348,2,42,21,0.9047619047619048,0.020242914979757085,1,0,27.190734999999997,Boleto Universitario
"todavia no tengo el beneficio de boleto estudiantil provincial, aunque ahi dice que ya fue asignado, mi consulta es como hago efectivo el credito en la sube o la asignacion  ",6,1,4,1,2019,3,7,4,1,1,43,2,174,0.0,0.8103448275862069,0,32,20,0.90625,0.011494252873563218,1,0,26.788861999999998,Boleto Universitario
hola yo realicé los trámites del boleto estudiantil pero ahora me dice que ya tengo un beneficio asignado quisiera saber qué tengo que hacer? ,1,1,6,1,2017,1,7,4,1,1,54,2,142,0.0,0.823943661971831,3,25,13,0.92,0.007042253521126761,1,0,26.639678999999997,Boleto Universitario
"hola, que tal, acabo de perder mi tarjeta sube, la cual tenia asignada el beneficio del boleto estudiantil, y cuando quiero gestionar de vuelta el boleto desde mi perfil de estudiante, con una nueva tarjeta sube, me aparece que yo ya poseo el beneficio, quiera saber que puedo hacer para que el boleto estudiantil se cargue a mi nueva tarjeta sube? o si es que se asigna automáticamente, desde ya muchas gracias. ",6,3,9,2,2019,2,4,2,1,1,25,3,413,0.0,0.801452784503632,1,73,34,0.726027397260274,0.024213075060532687,1,0,26.577278000000003,Boleto Universitario
"buen dia, queria saber cuándo se acredita el boleto estudiantil provincial. ya que en la pagina me pone que ya tengo beneficio asignado. gracias ",4,1,4,1,2019,0,8,4,1,1,54,3,145,0.0,0.8137931034482758,1,25,13,0.92,0.020689655172413793,2,0,26.478565000000003,Boleto Universitario
"hola buenas tardes! hace varios dias que hice el tramite del boleto estudiantil y ya lo habilitaron pero a mi no me aparece nada,al acreditar la carga tampoco y queria saber ese motivo.desde ya muchas gracias ",3,2,4,1,2019,1,8,4,1,1,5,2,209,0.0,0.8133971291866029,0,37,20,0.9459459459459459,0.014354066985645933,1,0,26.385215999999996,Boleto Universitario
"buenas noches, una consulta, quería saber si la carga de la sube del boleto universitario se cargan a partir del mes que viene? yo ingreso a la página,acepto los términos y condiciones y me dice que ya tengo el beneficio, pero aun no se me carga en la sube  ",5,4,3,1,2018,3,7,4,1,1,54,6,258,0.0,0.7868217054263565,3,51,33,0.7647058823529411,0.01937984496124031,1,0,26.074684,Boleto Universitario
"hola, inicie el tramite para e boleto estudiantil, y me dice que ya tengo beneficio asignado. que deberia hacer?? ",1,2,3,1,2018,0,4,2,1,0,5,2,114,0.0,0.7894736842105263,0,20,10,0.95,0.043859649122807015,1,0,26.024384,Boleto Universitario
"buen dia. quisiera saber si se dictan clases de portugues humanistico, comision 27 en la sede de lujan (de 14 a 18hs), aula 111. el dia 17/03 el docente se qusento ",4,5,3,1,2017,0,4,4,1,1,4,5,164,0.0,0.6890243902439024,0,32,20,0.90625,0.024390243902439025,2,0,25.936998000000003,Boleto Universitario
"buen día, consulto sobre el boleto estudiantil provincial. en la página de la unlu me dice que tengo el beneficio asignado pero todavía no tengo acreditado. gracias ",1,3,3,1,2018,0,3,4,1,1,54,3,165,0.0,0.8181818181818182,3,28,15,0.8928571428571429,0.01818181818181818,2,0,25.790985,Boleto Universitario
"hola, hice el tramite del boleto provincial a principios de agosto y no recibi la carga. queria saber porque  ",1,1,9,2,2018,0,7,4,1,1,54,3,110,0.0,0.8,0,21,10,0.9523809523809523,0.01818181818181818,1,0,25.733960999999997,Boleto Universitario
"hola, quiero hacer el formulario para el boleto estudiantil provincial, pero dice que ya tengo el beneficio pero no me cargan el dinero. que tengo que hacer? ",1,2,4,1,2019,1,8,4,1,1,27,6,158,0.0,0.8037974683544303,0,28,15,0.75,0.02531645569620253,1,0,25.712387,Boleto Universitario
"buenas noches, yo tramité el boleto estudiantil provincial y me otorgaron el beneficio. el problema es que una sola vez pude recargar mi sube y ahora me dice que no tiene cargas pendientes, quería saber el motivo de la suspensión del beneficio y si se puede arreglar ya que es de mucha ayuda para mi.  ",3,3,8,2,2019,3,6,3,1,1,54,3,302,0.0,0.8013245033112583,3,57,34,0.8070175438596491,0.013245033112582781,2,0,25.642635000000002,Boleto Universitario
"hola yo quiero hacer el boleto estudiantil provincial, y me dice que ya tengo un beneficio asignado, es el de tarifa social federal de transporte. teniendo eso no se puede hacer? muchas gracias. ",3,2,12,2,2018,2,8,4,1,1,19,3,195,0.0,0.8051282051282052,0,34,17,0.9411764705882353,0.02564102564102564,2,0,25.636288,Boleto Universitario
"hola,como andas?? yo llene la planilla para pedir el boleto estudiantil  provincial,. entro a servicios web y pongo click en estudiante, y ahí entro al boleto estudiantil, pero me dice la solicitud no pudo completarse y que yo tengo un beneficio asignado...eso que significa?? que ya me cargan la sube o no?? ",6,2,4,1,2019,0,7,4,1,1,52,2,309,0.0,0.7831715210355987,1,54,31,0.7962962962962963,0.045307443365695796,4,0,25.631458,Boleto Universitario
"buenas tardes,  me gustaría saber que beneficio tengo asignado?  intento hacer el tramite del boleto estudiantil y no me lo acepta porque tengo un beneficio asignado del cual no estoy enterada.  aguardo respuesta. ",4,5,3,1,2019,1,5,3,1,1,3,2,214,0.0,0.8130841121495327,1,37,16,0.7837837837837838,0.018691588785046728,2,0,25.59229,Boleto Universitario
porque no me cargan para el boleto estudiantil provincial. quiero tramitar de nuevo pero me dice que ya poseo el beneficio y no me han hecho la carga ni marzo ni de abril. gracias. espero respuesta urgente. ,1,3,4,1,2018,3,1,2,1,1,4,9,207,0.0,0.8019323671497585,0,38,20,0.8421052631578947,0.01932367149758454,4,0,25.576574,Boleto Universitario
hola buen dia.. quería saber sobre el boleto estudiantil municipal..   cuando se sabe si puedo obtener el beneficio?. graciaa ,4,2,4,1,2018,0,7,4,1,1,3,2,126,0.0,0.7857142857142857,1,22,10,0.8636363636363636,0.047619047619047616,5,0,25.564567999999998,Boleto Universitario
"hola, mire la consulta que tengo es que al seleccionar iniciar tramite del boleto estudiantil, me dice que ya tengo asignado un beneficio, yo ya registre mi sube y ya había seleccionado iniciar tramite, descargue la solicitud. y ahora que debo hacer?? ",1,2,3,1,2018,3,8,4,1,1,3,3,252,0.0,0.8055555555555556,1,43,23,0.7906976744186046,0.027777777777777776,1,0,25.561867000000003,Boleto Universitario
hola buenas tarde..mi consulta es por la carga del boleto estudiantil..aún no me han cargado y quería saber si tengo que hacer devuelta el trámite ..espero repuesta  gracias ,3,4,3,1,2018,2,8,4,1,1,54,3,174,0.0,0.7988505747126436,3,30,14,0.9666666666666667,0.034482758620689655,6,0,25.515401999999998,Boleto Universitario
hice el tramite del boleto estudiantil hace 10 dias y todavia no tengo respuestas. queria saber si estaba el tramite bien hecho..  ,6,3,4,1,2018,3,5,2,1,1,43,2,131,0.0,0.7862595419847328,0,24,13,0.875,0.022900763358778626,3,0,25.403025,Boleto Universitario
"hola!  yo hice el tramite por el boleto estudiantil hace tiempo, pero hace ya unos dos meses aproximado, la sube ya no se me recarga al apoyarla en la terminal electrónica de la universidad. quería saber si ustedes me podrían asesorar que puedo hacer y porqué ya no me carga. espero respuesta gracias y saludos. ",5,3,3,1,2019,2,7,3,1,1,3,5,312,0.0,0.8012820512820513,4,57,32,0.8070175438596491,0.019230769230769232,3,0,25.371544,Boleto Universitario
hola necesitaría solicitar un comprobante con el porcentaje de materias aprobadas. es para anexarla en s.a.d en el listado 108 b. desde ya muchas gracias.  ,0,4,2,1,2016,3,2,2,1,1,4,2,156,0.0,0.782051282051282,1,27,15,0.8888888888888888,0.03205128205128205,5,0,37.77482,Cambio de Carrera
para poder ingresar en las listas 108 de emergencia de mi ciudad necesitaría un certificado de materias aprobadas hasta el día de la fecha. desde  ya muchas gracias. ,1,1,9,2,2015,3,2,3,1,1,43,3,166,0.0,0.7951807228915663,2,30,16,0.8666666666666667,0.012048192771084338,2,0,32.852497,Cambio de Carrera
hola quisiera que me cambien la carrera de licenciatura en enfermería por licenciatura en administración es que la quiero cambiar y no puedo ,6,3,2,1,2019,1,8,0,0,1,3,2,141,0.0,0.8368794326241135,2,24,14,0.8333333333333334,0.0,1,0,22.85549,Cambio de Carrera
"buenas tardes,quisiera saber si hay posibilidad de cambio de carrera en la sede luján. de agronomía a enfermería. espero su respuesta. gracias!  ",0,1,12,2,2018,1,6,3,1,1,2,3,145,0.0,0.8068965517241379,3,24,12,0.875,0.034482758620689655,3,0,20.29093,Cambio de Carrera
"buenas tardes,quisiera saber si hay posibilidad de cambio de carrera en la sede luján. de agronomía a enfermería. espero su respuesta. gracias!  ",0,1,12,2,2018,1,6,3,1,1,2,3,145,0.0,0.8068965517241379,3,24,12,0.875,0.034482758620689655,3,0,20.29093,Cambio de Carrera
"buenas tardes, quisiera realizar el cambio de carrera a &quot;licenciatura en administracion&quot; y no lo vi posible entrando con mis datos. quisiera saber si ustedes lo pueden realizar desde la pagina o si tengo que acercarme al establecimiento. espero respuesta, muchas gracias!  ",0,1,10,2,2019,1,6,3,1,1,18,3,283,0.0,0.8162544169611308,0,44,19,0.8863636363636364,0.024734982332155476,2,0,20.213884,Cambio de Carrera
"buen dia. quisiera saber si se dictan clases de portugues humanistico, comision 27 en la sede de lujan (de 14 a 18hs), aula 111. el dia 17/03 el docente se qusento ",4,5,3,1,2017,0,4,4,1,1,4,5,164,0.0,0.6890243902439024,0,32,20,0.90625,0.024390243902439025,2,0,20.204464,Cambio de Carrera
hola. pedí reincorporación a la carrera y me cambiaron al plan 1713 cuando sólo me falta una materia.  necesito que vuelvan por favor al plan 1711. gracias. saludos ,0,2,3,1,2019,0,2,1,1,1,14,2,165,0.0,0.7515151515151515,3,30,17,0.8666666666666667,0.024242424242424242,4,0,20.02755,Cambio de Carrera
"buenas tardes, el dia 16/05/2016, en la sede san miguel, solicite la reincorporacion y el cambio de carrera, la cual inicialmente era licenciatura en administracion, y  ahora contador publico. pero en mis datos sigue figurando la de licenciatura. agradecere su respuesta . estela ",4,4,5,1,2016,2,1,1,1,1,54,2,280,0.0,0.7785714285714286,0,45,24,0.8,0.02857142857142857,3,0,19.933722,Cambio de Carrera
buenas tardes  me recibi el dia 20 de diciembre aproximadamente y necesito solicitar la constancia de titulo en tramite para anotarme en la licenciatura en educacion fisica  cuando podre hacer dicha solicitud? ,1,2,1,1,2019,2,7,3,1,1,43,3,210,0.0,0.8238095238095238,0,35,16,0.8285714285714286,0.004761904761904762,1,0,19.896742,Cambio de Carrera
por razones personales necesito cambiar la fecha de presentacion a examen final al 28/12/2016 &iquest;ser&agrave; posible?  me anot&egrave; por web al 21/12/201659272 ,3,3,12,2,2016,2,2,1,1,1,1,3,167,0.0,0.6706586826347305,0,24,11,0.875,0.023952095808383235,1,0,19.732924,Cambio de Carrera
"hola. yo hice un cambio de plan en mi carrera (del plan 17.11 al plan vigente 17.13) y todavía no me figura el cambio en el perfil estudiantil web; quería saber si esta la solicitud pendiente y si tengo que hacer algún tramite o formulario para efectuar la transición.  desde ya, muchas gracias! ",0,2,3,1,2016,2,5,2,1,0,17,2,296,0.0,0.7601351351351351,4,55,30,0.8363636363636363,0.02364864864864865,4,0,19.71324,Cambio de Carrera
hola buenos dias yo quisiera consultar si para realizar la licenciatura en enfermeria debo hacer los cinco años ya que yo ya soy enfermera profesional y curse los tres años  ,1,4,11,2,2018,1,4,0,0,1,0,2,174,0.0,0.8218390804597702,0,32,21,0.84375,0.0,1,0,19.679582999999997,Cambio de Carrera
hola buenos días. quería saber si estoy a tiempo en el mes de mayo de solicitar cambio de carrera? actualmente estoy en administración y quisiera cambiarme a trabajo social. muchas gracias ,5,3,5,1,2019,0,3,3,1,1,3,3,189,0.0,0.8201058201058201,3,32,14,0.84375,0.015873015873015872,2,0,19.597313,Cambio de Carrera
"buen día, quisiera solicitar la simultaneidad con la carrera de licenciatura en administración , es posible??   muchas gracias!! ",3,4,12,2,2018,1,4,2,1,1,54,3,129,0.0,0.7984496124031008,2,21,12,0.8571428571428571,0.046511627906976744,1,0,19.508636,Cambio de Carrera
"hola, soy maría belén porta y me recibí en septiembre 2017, me dijeron que estaba en la colación 111, y quería saber cuándo es la fecha de la misma. aguardo comentarios, muchas gracias,  saludos ",4,2,3,1,2018,2,4,2,1,0,54,3,195,0.0,0.7538461538461538,6,36,16,0.8333333333333334,0.03076923076923077,1,0,19.186692999999998,Cambio de Carrera
"buenas tardes. envío esta consulta con el objetivo de saber como puedo hacer para cambiarme de carrera, ya que tengo el interés de cambiar a la carrera de grado licenciatura en administración, y si es posible comenzar a cursarla este cuatrimestre, que arranca en días. y además, de tener mas dudas, a donde puedo enviarlas? espero respuesta a la brevedad desde ya, gracias selene colombo ",0,1,8,2,2019,1,8,4,1,1,27,2,388,0.0,0.8092783505154639,5,66,30,0.803030303030303,0.023195876288659795,2,0,19.08715,Cambio de Carrera
"soy enfermera universitaria de la universidad de quilmes, quiero hacer la licenciatura en enfermería 2018. vivo en moreno. ",1,3,10,2,2017,0,1,0,0,1,52,9,123,0.0,0.7967479674796748,1,19,9,0.8421052631578947,0.024390243902439025,2,0,19.080883,Cambio de Carrera
buenos días!          quiero saber sobre la gestión para cambiar de carrera. me gustaría ingresar a la licenciatura en sistemas de información.                        muchas gracias. ,1,5,5,1,2018,0,7,3,1,1,3,2,183,0.0,0.6775956284153005,4,56,41,0.39285714285714285,0.02185792349726776,3,0,19.077606,Cambio de Carrera
buenos días. quisiera saber si se puede solicitar por este medio un segundo cambio de carrera. espero la respuesta. saludo atte. andrea frabasile ,3,1,5,1,2017,3,3,1,1,1,4,2,146,0.0,0.815068493150685,1,24,8,1.0,0.0273972602739726,4,0,19.039597,Cambio de Carrera
"estimados, buenos dias, en el mes de noviembre presente programas de materias para solicitar equivalencias, la respuesta online en febrero fue que no corresponde tomar ninguna materia, me gustaría saber si es posible el motivo, y si puedo volver a presentar la solicitud ( necesito presentar todo legalizado nuevamente?) para que revean la situación.  muchas gracias! saludos cordiales. carolina ",1,2,5,1,2018,2,6,4,1,1,54,3,396,0.0,0.8207070707070707,2,61,26,0.8360655737704918,0.022727272727272728,2,0,18.867017999999998,Cambio de Carrera
"estimados   deseo consultar que posibilidades tengo para cambiar de carrera, si es posible hacerlo para comenzar a cursar en el 2do período 2016.  a la espera de respuesta saludo atte.- ",5,3,4,1,2016,2,1,1,1,1,0,2,186,0.0,0.7741935483870968,1,34,17,0.8235294117647058,0.016129032258064516,2,0,18.769289999999998,Cambio de Carrera
buenas tardes   por favor quisiera saber como hacer porque figuro como alumno en condicion de libre y queria poder seguir estudiando la carrera de licenciatura de enfermeria. por favor me podriasn ayudar e indicar que debo hacer_ muchas gracias  gisela ,6,3,1,1,2016,1,2,2,1,1,3,3,253,0.0,0.8221343873517787,0,44,18,0.8181818181818182,0.003952569169960474,1,0,18.423992000000002,Cambio de Carrera
buenas tardes   por favor quisiera saber como hacer porque figuro como alumno en condicion de libre y queria poder seguir estudiando la carrera de licenciatura de enfermeria. por favor me podriasn ayudar e indicar que debo hacer_ muchas gracias  gisela ,6,3,1,1,2016,1,2,2,1,1,3,3,253,0.0,0.8221343873517787,0,44,18,0.8181818181818182,0.003952569169960474,1,0,18.423992000000002,Cambio de Carrera
"buenas tardes. quisiera saber si aun puedo inscribirme en la carrera de lic. en enfermeria. y si es asi, que documentacion debo presentar y dias de la cual debo hacerlo!! muchas gracias. ",4,3,5,1,2019,2,4,0,0,1,52,3,187,0.0,0.7914438502673797,0,33,20,0.8181818181818182,0.0374331550802139,4,0,18.293722,Cambio de Carrera
solicito si es posible mandarme el certificado de inscripción a la carrera. necesito para solicitar la beca ,0,1,5,1,2016,0,1,1,1,1,5,3,108,0.0,0.8333333333333334,1,18,10,0.9444444444444444,0.009259259259259259,1,0,18.167072,Cambio de Carrera
solicito la inscripcion   de la carrera licenciatura en enfermeria ,1,3,10,2,2016,2,3,0,0,1,52,2,67,0.0,0.835820895522388,0,12,7,0.75,0.0,1,0,18.086814999999998,Cambio de Carrera
"hola quisiera saber si existe la posibilidad de que eliminen de mi perfil las materias del 2011, ya que hice cambio de carrera y no se si es posible no visualizarlas,  gracias  10017 introduccion a la quimica  2011 1 ausente - 11 -   11014 elementos de matematica  2011 1 ausente - 11 -   40801 introduccion a la ingenieria  2011 1 ausente - 10 -   ",1,3,6,1,2017,1,3,2,1,1,27,3,349,0.0,0.6475644699140402,0,76,51,0.5657894736842105,0.0057306590257879654,1,1,17.996143,Cambio de Carrera
