consulta,dia_semana,semana_del_mes,mes,cuatrimestre,anio,hora_discretizada,dni_discretizado,legajo_discretizado,posee_legajo,posee_telefono,carrera_valor,proveedor_correo,cantidad_caracteres,proporcion_mayusculas,proporcion_letras,cantidad_tildes,cantidad_palabras,cantidad_palabras_cortas,proporcion_palabras_distintas,frecuencia_signos_puntuacion,cantidad_oraciones,utiliza_codigo_asignatura,score,clase
buenos dias.  intento realizar el tramite para el boleto provincial y me sale la leyenda: &quot;error de credenciales&quot;. me podrían indicar como proceder?  gracias.  ,4,1,2,1,2018,0,3,3,1,1,5,24,170,0.0,0.788235294117647,1,28,14,0.8214285714285714,0.041176470588235294,3,0,17.499607,Boleto Universitario
"hola,buenos días. quería saber porqué cuando pongo para realizar nuevamente el boleto estudiantil provincial, me aparece error de credenciales. agradecería su ayuda. gracias. &iexcl;saludos! ",4,1,2,1,2018,0,6,2,1,1,54,16,191,0.0,0.8272251308900523,4,25,6,1.0,0.041884816753926704,4,0,17.4127,Boleto Universitario
"estimados, mi consulta es la siguiente, soy estudiante de la universidad sede san miguel, y cuando quiero solicitar el boleto estudiantil provincial, sale &quot;error de credenciales&quot;, quisiera saber cual seria el problema por el cual no puedo realizar el tramite, o si en realidad me corresponde el boleto estudiantil municipal?  saludos! ",4,1,2,1,2018,0,4,2,1,1,54,24,345,0.0,0.8144927536231884,0,53,26,0.8113207547169812,0.028985507246376812,1,0,17.230282,Boleto Universitario
"ya hice el tramite de la sube, del boleto estudiantil.. pero no se como recibir o que tengo que hacer para recibir ese beneficio. ",0,3,3,1,2018,3,8,4,1,1,54,28,130,0.0,0.7846153846153846,0,25,16,0.92,0.03076923076923077,3,0,17.227367,Boleto Universitario
"hola que tal,quisiera saber cuándo cargan el beneficio del boleto estudiantil en la sube ya que el mes pasado lo hice y no me han acreditado.desde ya gracias saludos ",0,5,7,1,2017,2,5,4,1,1,54,16,166,0.0,0.8132530120481928,1,30,19,0.9,0.012048192771084338,1,0,16.74559,Boleto Universitario
"hace mas o menos un mes hice el tramite por el boleto estudiantil provincial, y ahora cuando lo quiero volver a hacer porque al parecer no salí beneficiada ya que no me cargaron la sube; me dice que ya tengo un beneficio asignado. que quiere decir eso? ",4,4,8,2,2018,1,5,2,1,1,0,24,253,0.0,0.7984189723320159,1,48,28,0.8541666666666666,0.015810276679841896,1,0,16.33606,Boleto Universitario
cuando inició el trámite para el boleto provincial me salta error de credenciales quisiera saber porque gracias ,0,1,3,1,2018,0,2,2,1,1,54,24,112,0.0,0.8482142857142857,2,18,6,0.9444444444444444,0.0,1,0,16.335404999999998,Boleto Universitario
"el boleto estudiantil dice que ya tengo el beneficio otorgado pero no se carga a mi tarjeta sube, que tengo qur hacer? yo hice el tramite el año pasado ",1,1,3,1,2018,1,7,4,1,1,3,24,152,0.0,0.7960526315789473,0,30,18,0.8333333333333334,0.013157894736842105,1,0,16.073122,Boleto Universitario
hola perdí mi sube y le di de baja. hace un mes registre mi sube nueva y no tengo adquirido el boleto estudiantil por el cual se me otorgaba dinero en la sube todos los meses y se me cobraba el boleto con descuento. quisiera recuperar mi beneficio en mi nueva sube. saludos cordiales espero respuesta. ,3,4,3,1,2018,3,6,3,1,1,3,33,302,0.0,0.8013245033112583,1,57,33,0.7543859649122807,0.013245033112582781,4,0,16.071535,Boleto Universitario
"llene el formulario de pre inscripcion para la sube estudiantil y no pude terminar el tramite, figura error ",3,1,4,1,2018,2,8,4,1,0,2,16,108,0.0,0.8240740740740741,0,19,11,0.9473684210526315,0.009259259259259259,1,0,16.064116000000002,Boleto Universitario
"buenas noches ,queria consultar por el boleto estudiantil,hace mas de un mes  tramite lo del boleto estudiantil,y todavia me cobran como siempre el boleto ",3,2,6,1,2017,3,2,2,1,1,43,24,155,0.0,0.8193548387096774,0,26,13,0.8461538461538461,0.01935483870967742,1,0,16.009739,Boleto Universitario
"he perdido mi tarjeta sube con el beneficio del boleto estudiantil. he comprado una nueva tarjeta y la registré a nombre mío, como hago para obtener nuevamente el beneficio del boleto estudiantil? ",0,2,7,1,2017,2,7,3,1,1,27,24,197,0.0,0.8223350253807107,2,33,18,0.8181818181818182,0.015228426395939087,1,0,15.859822,Boleto Universitario
"buenas tardes, tengo el beneficio del boleto estudiantil que brinda la unlu. el tramite ya lo hice varias veces, pero esa sube se me rompió, ya registre otra pero no logro hacer de nuevo el tramite con la ultima sube, quisiera  saber como solucionarlo. gracias ",1,4,11,2,2017,1,6,3,1,1,5,16,261,0.0,0.8007662835249042,1,47,24,0.851063829787234,0.022988505747126436,2,0,15.845856,Boleto Universitario
"hola, quisiera consultar por el beneficio del boleto estudiantil. me dice que ya tengo un beneficio, el cual no ( hubo un error el jueves 24/8 con sube que figuraban todos con tarifa social, ya fue corregido en la fecha.. como hago para acceder al boleto?  gracias  gisela   ",4,4,8,2,2017,3,2,4,1,1,95,34,275,0.0,0.7672727272727272,0,53,33,0.8113207547169812,0.025454545454545455,3,0,15.765007,Boleto Universitario
quería saber que beneficio tengo en la sube y porque no puedo hacer el boleto estudiantil ,6,4,8,2,2019,2,3,4,1,0,5,16,90,0.0,0.8222222222222222,1,17,8,1.0,0.0,1,0,15.72497,Boleto Universitario
buenos días.  el cuatrimestre pasado me inscribí al boleto estudiantil provincial y me lo aprobaron. a partir de los días 20 de cada mes se me cargaban $315 en la sube. este mes quise cargarlo y me decía que no había cargas pendientes. quería saber porque me pasa eso y si tengo que hacer algún nuevo tramite para seguir con el beneficio. gracias! ,1,4,3,1,2018,1,7,3,1,1,27,24,348,0.0,0.7816091954022989,7,65,36,0.8307692307692308,0.017241379310344827,5,0,15.581671,Boleto Universitario
"boleto estudiantil: a quien corresponda: gestione el tramite, del boleto estudiantil con mi sube. hace una semana atrás. pero aun no veo acreditado en mi sube el monto. podrán indicarme los pasos, el tramite se gestiono? con quien debo comunicarme?? ",2,1,7,1,2017,0,3,2,1,1,3,24,250,0.0,0.8,2,41,21,0.8536585365853658,0.04,3,0,15.555716,Boleto Universitario
"buenas tardes, quisiera realizar una consulta con respecto al boleto estudiantil. yo ya tenia el beneficio, pero cuando me acerque a una terminal sube este mes y me figura como que no tengo cargas pendientes. intente realizar la solicitud del boleto, pero me dice que ya tengo el beneficio. gracias. ",1,3,4,1,2018,2,5,2,1,1,27,24,300,0.0,0.81,0,51,27,0.8235294117647058,0.023333333333333334,4,0,15.521148,Boleto Universitario
"perdi mi sube en la cual estaba registrado el boleto estudiantil provincial, ya tengo la nueva sube registrada pero al apoyarla en las terminales automaticas no se me carga el saldo del boleto estudiantil. quiero saber si necesito hacer algun tramite en el cual actualice el nuevo numero de la tarjeta sube para poder seguir obteniendo el beneficio.  muchas gracias. ",4,2,3,1,2018,3,6,3,1,1,1,24,367,0.0,0.8228882833787466,0,62,30,0.7903225806451613,0.010899182561307902,3,0,15.50031,Boleto Universitario
"hola mí consulta es registre mi tarjeta sube con el beneficio de boleto estudiantil , pero lamentablemente se me rompió la sube ya di de baja. como hago para obtener de nuevo el beneficio del boleto desde ya muchas gracias  ",3,1,8,2,2017,1,8,3,1,1,52,24,224,0.0,0.8080357142857143,2,42,26,0.8095238095238095,0.008928571428571428,1,0,15.092579,Boleto Universitario
"hola, quiero saber cuando puedo realizar el tramite del boleto estudiantil, ya que el sistema me salta error. ",0,1,3,1,2018,1,2,0,0,0,0,16,110,0.0,0.8090909090909091,0,19,7,0.9473684210526315,0.02727272727272727,1,0,15.049752999999999,Boleto Universitario
en la solicitud del  boleto estudiantil provincial me dice que ya tengo un beneficio asignado. pero es un error. como puedo tramitar de nuevo el beneficio? ,2,3,3,1,2018,3,3,1,1,1,4,24,156,0.0,0.8076923076923077,0,28,16,0.9285714285714286,0.019230769230769232,2,0,15.033969,Boleto Universitario
"hola buenas tardes, queria consultar por el tema del boleto estudiantil provincial. yo realice el tramite y me dice que tengo un beneficio otorgado pero de todas formas no se me brinda la carga en mi sube. ni en el mes de abril , ni de mayo se me cargo nada no sabría por que.  gracias  ",5,1,5,1,2019,1,7,4,1,1,54,24,287,0.0,0.7804878048780488,1,59,38,0.7796610169491526,0.017421602787456445,3,0,15.024269,Boleto Universitario
"he dado de baja mi sube por perdida. necesito registrar otra, para poder acceder al beneficio del boleto estudiantil. ",6,4,6,1,2018,1,6,2,1,1,27,24,118,0.0,0.8135593220338984,0,20,11,1.0,0.025423728813559324,2,0,14.995003,Boleto Universitario
me dice que ya poseo él beneficio del boleto estudiantil  pero no me acreditan él saldo en la sube ,3,1,4,1,2019,3,7,4,1,1,5,40,99,0.0,0.797979797979798,2,21,15,0.8571428571428571,0.0,1,0,14.995003,Boleto Universitario
"hola, mire la consulta que tengo es que al seleccionar iniciar tramite del boleto estudiantil, me dice que ya tengo asignado un beneficio, yo ya registre mi sube y ya había seleccionado iniciar tramite, descargue la solicitud. y ahora que debo hacer?? ",1,2,3,1,2018,3,8,4,1,1,3,24,252,0.0,0.8055555555555556,1,43,23,0.7906976744186046,0.027777777777777776,1,0,14.814020999999999,Boleto Universitario
"hola! hace aproximadamente un mes hice el trámite del boleto estudiantil, pero todavía no me dan el beneficio. la sube ya está a mi nombre, llene el formulario correspondiente y nunca me mandaron el mail.  espero que puedan ayudarme, muchas gracias!  ",0,2,8,2,2019,3,7,4,1,1,27,24,251,0.0,0.8007968127490039,3,44,25,0.8636363636363636,0.027888446215139442,2,0,14.789924,Boleto Universitario
"hola quise hacer el tramite para el beneficio del boleto estudiantil  y me dice que ya tengo un beneficio asignado, queria saber cual es ese beneficio?? ",3,1,6,1,2017,2,6,3,1,1,54,16,153,0.0,0.803921568627451,0,28,16,0.8928571428571429,0.0196078431372549,1,0,14.788107,Boleto Universitario
no se me adjudica el beneficio del boleto estudiantil en las terminales sube y ya hice todos los trámites correspondientes. ,3,2,3,1,2019,1,4,2,1,1,43,16,124,0.0,0.8306451612903226,1,21,13,1.0,0.008064516129032258,1,0,14.76651,Boleto Universitario
yo trámite el boleto estudiantil pero no se me asignó un beneficio en la sube aun. como es el tema? ,2,3,3,1,2019,2,6,4,1,1,3,16,100,0.0,0.78,2,21,15,0.9523809523809523,0.02,1,0,14.76651,Boleto Universitario
"hola, quise registrar la sube para el boleto estudiantil municipal y el sistema me informa que el código postal no es correspondiente para el beneficio. saben porque me arroja ese error? tengo entendido que si se aplica en nuestra localidad... saludos! ",6,1,3,1,2019,3,6,4,1,1,5,24,253,0.0,0.8102766798418972,1,42,20,0.8571428571428571,0.02766798418972332,4,0,14.739870999999999,Boleto Universitario
"hola!!quería hacer una consulta con respecto al boleto estudiantil... hice el tramite,pero me dice que ya poseo un beneficio asignado  a que se refiere??? porque yo no poseo sube con descuento,gracias.                       saludos:lilian gomez ",0,2,3,1,2018,1,4,3,1,1,52,24,245,0.0,0.7224489795918367,1,57,41,0.543859649122807,0.04897959183673469,4,0,14.69474,Boleto Universitario
"hola, yo inicié el tramite del boleto estudiantil con una sube a mi nombre y la perdí, igualmente nunca se me acreditó el beneficio. ahora compré otra y quiero iniciar el trámite pero me dice que ya tengo el beneficio asignada. que puedo hacer? ",3,1,4,1,2019,3,8,4,1,1,3,16,245,0.0,0.8,5,45,24,0.8666666666666667,0.02040816326530612,2,0,14.65386,Boleto Universitario
"hola, inicie el tramite municipal para el boleto estudiantil por error quería solicitar el provincial, se puede solucionar esta situación?  ",3,4,8,2,2018,3,8,4,1,1,8,24,140,0.0,0.8285714285714286,2,22,9,0.8636363636363636,0.02142857142857143,1,0,14.591102,Boleto Universitario
"no se como iniciarme en el tramite del boleto estudiantil provincial, al iniciar el tramite me dice que ya tengo el beneficio asignado. ",5,3,4,1,2018,3,7,4,1,1,2,24,136,0.0,0.8161764705882353,0,24,14,0.875,0.014705882352941176,1,0,14.564356,Boleto Universitario
"hola buenas tardes, escribo porque hice el tramite por el boleto estudiantil el 3 de agosto y todavía no recibí el saldo en mi tarjeta sube, el beneficio me figura como ya asignado, espero su respuesta, saludos. ",3,4,8,2,2017,1,5,2,1,1,27,24,212,0.0,0.7971698113207547,2,38,19,0.8947368421052632,0.02358490566037736,1,0,14.516893,Boleto Universitario
"hola buen día,  hice hace una semana el tramite para la sube y me fijo en la pagina de la facu y me arroja un cartel que tengo un beneficio asignado, pero con la sube aun no me figura ese beneficio, puede existir un error?? ",3,2,5,1,2017,0,3,1,1,1,3,24,224,0.0,0.7723214285714286,1,47,34,0.7872340425531915,0.022321428571428572,1,0,14.418915,Boleto Universitario
tenía una tarjeta sube registrada  para el boleto estudiantil y la.tuve q dar de baja por ruptura. tengo otra ya la di de alta como titular como hago para saber si esta nueva cuenta con el beneficio de boleto estudiantil o si dejo cargar la de nuevo en el sistema sube para dicho beneficio ,4,1,9,2,2017,1,3,4,1,1,5,16,290,0.0,0.803448275862069,1,56,36,0.7321428571428571,0.006896551724137931,2,0,14.386073999999999,Boleto Universitario
"se me perdio la tarjeta sube y tenia activado el beneficio del boleto estudiantil, como hago para activarlo en la nueva tarjeta? ",2,4,8,2,2017,0,4,2,1,1,43,24,129,0.0,0.813953488372093,0,23,13,0.9565217391304348,0.015503875968992248,1,0,14.3298,Boleto Universitario
"hola, inicie el tramite para e boleto estudiantil, y me dice que ya tengo beneficio asignado. que deberia hacer?? ",1,2,3,1,2018,0,4,2,1,0,5,16,114,0.0,0.7894736842105263,0,20,10,0.95,0.043859649122807015,1,0,14.313332999999998,Boleto Universitario
"hace unas semanas quise registrar una sube a mi nombre para acceder al boleto estudiantil provincial, pero esa sube se extravió y ya esta asentada la denuncia por lo que compré otra sube y la registré con mi nombre pero no me deja acceder al beneficio del boleto estudiantil ya que parece que sigue adjuficado a la sube perdida ",2,1,4,1,2018,0,6,4,1,1,52,16,328,0.0,0.8170731707317073,3,60,38,0.7166666666666667,0.003048780487804878,1,0,14.219164000000001,Boleto Universitario
"buenos dias, el año pasado yo tenia asignado el boleto estudiantil provincial, pero se me rompio la sube, entonces la denuncie por rotura, este año me compre otra sube, la registre a mi nombre e intente hacer el boleto estudiantil provincial pero no me deja hacerlo, porque dice que ya poseo el beneficio. &iquest;como puedo hacer para asignarle el beneficio a mi sube nueva? ",5,3,4,1,2018,1,7,3,1,1,25,16,376,0.0,0.8031914893617021,0,65,33,0.7538461538461538,0.023936170212765957,1,0,14.178042999999999,Boleto Universitario
"buen dia, yo inicie el tramite del boleto estudiantil hace un mes y todavia no estoy adherida. queria saber si tengo que iniciar de nuevo el tramite, gracias ",2,4,6,1,2017,2,5,3,1,1,10,16,158,0.0,0.8037974683544303,0,29,15,0.9655172413793104,0.0189873417721519,1,0,14.172878,Boleto Universitario
"hola buenos dias, me comunicaba por el tema del boleto estudiantil provincial , hice todos los pasos hace como un mes me dice que ya tengo un  beneficio asignado pero aún no me cargaron nada en la sube tampoco hubo descuento,  quisiera saber porque! muchas gracias ",1,4,4,1,2019,0,6,4,1,1,5,16,265,0.0,0.8037735849056604,1,49,30,0.8979591836734694,0.01509433962264151,1,0,14.12985,Boleto Universitario
hace un mes maso hizo el tramite por el boleto estudiantil y no tengo novedades aún de las recargas a donde podría consultar? ,1,2,4,1,2019,1,2,3,1,0,54,40,126,0.0,0.8095238095238095,2,24,15,0.9583333333333334,0.007936507936507936,1,0,14.015699,Boleto Universitario
buenos dias. he enviado hace 15 días al menos la solicitud para el boleto estudiantil con la sube. como puedo saber si ya fue realizado el tramite y fui aprobada para tener dicho beneficio? desde ya muchas gracias. saludos cordiales. gisela ,1,2,8,2,2018,0,3,3,1,0,54,24,241,0.0,0.8008298755186722,1,42,20,0.9047619047619048,0.02074688796680498,4,0,14.008278,Boleto Universitario
"hola, quisiera saber donde puedo encontrar mi numero de tramite de la tarjeta sube para acceder al beneficio del boleto estudiantil provincial. ya realice el registro pero no guarde en su momento el numero y no me deja volver a registrarme.  ",1,1,4,1,2018,2,8,4,1,1,54,16,242,0.0,0.8140495867768595,0,43,22,0.8837209302325582,0.012396694214876033,2,0,14.008278,Boleto Universitario
"buenos días. hice el tramite del boleto estudiantil provincial pero a la semana me robaron la sube, la di de baja y puse otra a mi nombre. cuando quise volver a hacer el tramite me dice que ya tengo asignado un beneficio pero no me cargaron nada. &iquest;como puedo hacer para cancelar el tramite o hacer que me carguen en la nueva sube?  ",0,2,8,2,2018,1,8,4,1,1,2,16,339,0.0,0.7905604719764012,1,65,36,0.7384615384615385,0.017699115044247787,3,0,13.972995999999998,Boleto Universitario
me aparece que ya tengo un beneficio asignado cuando quiero solicitar el boleto estudiantil pero en mi cuenta de sube no me aparece q tenga algún beneficio donde me puedo fijar ?  ,4,4,8,2,2018,3,5,3,1,1,43,24,180,0.0,0.8111111111111111,1,34,17,0.8529411764705882,0.005555555555555556,1,0,13.910439000000002,Boleto Universitario
necesito saber si poseo el beneficio de boleto estudiantil ya que ingreso a la pagina y solo dice que tengo el beneficio asignado y no me acreditaron nada en la sube  ,5,4,3,1,2019,0,5,2,1,1,54,24,167,0.0,0.8083832335329342,0,33,21,0.8181818181818182,0.0,1,0,13.910439000000002,Boleto Universitario
"hola, quería hacer una consulta. yo había solicitado el boleto estudiantil con una sube la cual perdí y entré a la página de sube para darla de baja. ahora tengo una nueva sube , cargada a mi nombre. y queria saber como tengo que hacer para poder acceder con mi nueva sube, al beneficio del boleto estudiantil. desde ya muchas gracias.  ",3,2,8,2,2017,1,7,4,1,1,54,16,337,0.0,0.7922848664688428,5,63,31,0.746031746031746,0.02373887240356083,5,0,13.840969,Boleto Universitario
buenas tardes quisiera saber si tienen novedades del boleto estudiantil ya que hice él tramite hace 1 mes y aun no tengo respuesta.  gracias. ,2,1,6,1,2017,1,3,3,1,0,52,16,142,0.0,0.8028169014084507,1,26,14,0.9615384615384616,0.014084507042253521,2,0,13.814399,Boleto Universitario
"buenos dias!  perdí la tarjeta sube que se encontraba adherida al boleto estudiantil, la di de baja y registré una nueva, pero ya no tengo ese beneficio... aunque al momento de volver a pedirlo me figura que ya tengo el beneficio, y no me permite hacer de nuevo el tramite ",2,1,4,1,2018,0,4,2,1,1,3,24,273,0.0,0.7875457875457875,2,52,29,0.7692307692307693,0.02564102564102564,3,0,13.804782999999999,Boleto Universitario
"hola, perdi mi tarjeta sube y ya habia iniciado el tramite del boleto estudiantil. como puedo hacer para cancelarlo y poder hacer el tramite con mi nueva tarjeta?                         gracias.  ",0,2,3,1,2018,3,8,4,1,1,0,24,197,0.0,0.7055837563451777,0,55,38,0.45454545454545453,0.02030456852791878,2,0,13.694589,Boleto Universitario
hola quiero sabes porque no se me activo el boleto estudiantil yo ya realice el tramite y cuando apoyo la sube en la maquina me aparece que no tengo ningun beneficio pero en el celular cuando lo reviso si... lo podrian solucionar gracias  ,2,4,3,1,2018,2,7,4,1,1,52,16,239,0.0,0.803347280334728,0,45,23,0.8,0.012552301255230125,3,0,13.688548999999998,Boleto Universitario
buenas noches estoy sin recibir mi carga mensual en la sube hace tiempo y en las maquinas me informan que no pertenezco a ningún beneficio. quería consultarles si es necesario renovar el boleto estudiantil o hacer algún tramite nuevo desde ya muchas gracias!  ,3,2,3,1,2019,3,8,4,1,1,17,16,260,0.0,0.823076923076923,3,45,20,0.9555555555555556,0.007692307692307693,1,0,13.688548999999998,Boleto Universitario
buenas noches queria consultar si puedo tener dos beneficios estudiantiles en la sube ya que quisiera hacer el tramite del boleto estudiantil gratuito ,0,1,3,1,2018,3,6,2,1,1,43,40,151,0.0,0.847682119205298,0,24,10,1.0,0.0,1,0,13.682362,Boleto Universitario
"ya inicie el tramite para obtener el beneficio del boleto estudiantil.. desconozco los pasos a seguir.. como me notifican , cuando lo obtengo? ",4,3,8,2,2017,0,5,4,1,1,4,16,143,0.0,0.7972027972027972,0,24,12,0.9583333333333334,0.04195804195804196,4,0,13.6783695,Boleto Universitario
"buenas noches. tengo una consulta sobre el beneficio del boleto estudiantil, quiero saber como tengo que hacer para recibir el beneficio ya que cambié de tarjeta sube y supuesta-mente yo ya recibía el beneficio en la otra sube pero nunca me la cargaron. desde ya muchas gracias. ",4,3,8,2,2018,3,6,4,1,1,43,16,279,0.0,0.8136200716845878,2,48,24,0.7916666666666666,0.014336917562724014,3,0,13.671494500000001,Boleto Universitario
mi consulta es respecto al boleto estudiantil &iquest;por qué no se me acreditó el beneficio en lo que va de este mes de septiembre de 2017? siendo que el mes pasado si se me acreditó. ,1,2,9,2,2017,0,1,3,1,1,5,40,185,0.0,0.7675675675675676,3,36,24,0.8055555555555556,0.016216216216216217,1,0,13.604353,Boleto Universitario
"hola, que tal. mi consulta es sobre mi boleto estudiantil, &quot;sube&quot; me bloqueo mi tarjeta y yo tenia ya asignada el beneficio del boleto estudiantil en esa tarjeta y ahora perdi el beneficio,ya  tengo una nueva tarjeta y quiero saber como hacer para volver a tener el beneficio, muchas gracias desde ya y saludos ! ",3,1,9,2,2017,1,6,3,1,1,27,33,323,0.0,0.7956656346749226,0,57,27,0.7894736842105263,0.02476780185758514,1,0,13.59925,Boleto Universitario
solicite el boleto estudiantil provincial y nunca recibí el mail para activar el beneficio en la tarjeta sube. &iquest;qué debo hacer?  intentando rehacer la solicitud se indica que ya tengo el beneficio. ,1,3,3,1,2018,3,8,4,1,0,1,40,205,0.0,0.8146341463414634,2,34,16,0.8529411764705882,0.01951219512195122,2,0,13.593210999999998,Boleto Universitario
"buenas tardes nuevamente, me comunico porque he intentado volver a iniciar el tramite de solicitud de boleto estudiantil y me notifica que el usuario ya tiene un beneficio asignado. quisiera saber cual es el beneficio que me han asignado, ya que en la pagina sube no me permite saberlo. dese ya muchas gracias ",6,4,6,1,2018,2,6,4,1,1,3,24,310,0.0,0.8161290322580645,0,54,28,0.7962962962962963,0.012903225806451613,2,0,13.543566,Boleto Universitario
"hola, tengo asignado el beneficio del boleto estudiantil y no se realiza el descuento correspondiente al usar la sube, como se puede solucionar el inconveniente, gracias ",6,1,5,1,2019,1,8,0,0,0,54,16,170,0.0,0.8294117647058824,0,27,13,0.8888888888888888,0.01764705882352941,1,0,13.529542000000001,Boleto Universitario
"como realizar el tramite, para poseer el beneficio de la sube ",5,5,8,2,2019,3,2,3,1,1,27,40,62,0.0,0.8064516129032258,0,12,8,0.9166666666666666,0.016129032258064516,1,0,13.51627,Boleto Universitario
buenas tardes. queria corroborar el tramite del boleto estudiantil y cuando entro a ver me dice &quot;la persona ya tiene un beneficio asignado&quot;. a que beneficio se refiere??? ,1,3,5,1,2017,2,2,1,1,1,3,24,181,0.0,0.7955801104972375,0,29,13,0.9310344827586207,0.03867403314917127,2,0,13.492310999999999,Boleto Universitario
