consulta,dia_semana,semana_del_mes,mes,cuatrimestre,anio,hora_discretizada,dni_discretizado,legajo_discretizado,posee_legajo,posee_telefono,carrera_valor,proveedor_correo,cantidad_caracteres,proporcion_mayusculas,proporcion_letras,cantidad_tildes,cantidad_palabras,cantidad_palabras_cortas,proporcion_palabras_distintas,frecuencia_signos_puntuacion,cantidad_oraciones,utiliza_codigo_asignatura,score,clase
"hola que tal quise inscribirme para el boleto estudiantil y me aparece error de credenciales, tengo la sube registrada a mi nombre y el año pasado ya tube el bemeficio muchas gracias!!! ",0,1,3,1,2018,0,7,3,1,1,54,1,186,0.0,0.8064516129032258,0,33,19,0.9090909090909091,0.021505376344086023,1,0,19.602472,Boleto Universitario
"buenos días, quise iniciar el proceso para el beneficio del boleto estudiantil pero la pagina me dice &quot;error de credenciales&quot;. me pueden decir a que se debe?  gracias. salduos. mauro. ",4,1,2,1,2018,0,4,4,1,1,43,4,194,0.0,0.788659793814433,1,32,15,0.90625,0.041237113402061855,4,0,19.422732999999997,Boleto Universitario
"para comenzar la solicitud de la sube al iniciar el tramite me dice error de credenciales, a que se debe?? o como hago ? ",0,1,3,1,2018,0,3,1,1,1,8,4,121,0.0,0.768595041322314,0,25,18,0.92,0.03305785123966942,1,0,19.205063,Boleto Universitario
buenas noches me dirijo por este medio para saber hasta cuando estaba o esta vigente el beneficio del boleto estudiantil ya que cuando quiero comenzarlo me poner &quot; error de credenciales&quot;. desde ya muchas gracias. ,1,3,6,1,2019,3,8,4,1,1,3,1,223,0.0,0.8161434977578476,0,36,14,0.9166666666666666,0.017937219730941704,2,0,18.470943,Boleto Universitario
"hola, hice hace un mes y algo el tramite online para el boleto estudiantil provincial pero no me asignaron nada en la sube. cuando quiero hacer el tramite otra vez me dice que ya tengo un beneficio asignado. &iquest;qué tengo que hacer? ",4,1,5,1,2019,1,8,4,1,1,3,1,237,0.0,0.7974683544303798,1,43,25,0.8372093023255814,0.02109704641350211,2,0,18.20725,Boleto Universitario
buenas tardes! el mes pasado ya inicie el tramite para recibir el beneficio del boleto estudiantil pero hasta ahora no lo recibo. ,2,1,6,1,2018,1,7,4,1,1,5,1,130,0.0,0.8153846153846154,0,23,11,0.9130434782608695,0.015384615384615385,1,0,18.075127,Boleto Universitario
buenos dias.  intento realizar el tramite para el boleto provincial y me sale la leyenda: &quot;error de credenciales&quot;. me podrían indicar como proceder?  gracias.  ,4,1,2,1,2018,0,4,3,1,1,5,4,170,0.0,0.788235294117647,1,28,14,0.8214285714285714,0.041176470588235294,3,0,17.499607,Boleto Universitario
"hola,buenos días. quería saber porqué cuando pongo para realizar nuevamente el boleto estudiantil provincial, me aparece error de credenciales. agradecería su ayuda. gracias. &iexcl;saludos! ",4,1,2,1,2018,0,6,3,1,1,54,1,191,0.0,0.8272251308900523,4,25,6,1.0,0.041884816753926704,4,0,17.4127,Boleto Universitario
"estimados, mi consulta es la siguiente, soy estudiante de la universidad sede san miguel, y cuando quiero solicitar el boleto estudiantil provincial, sale &quot;error de credenciales&quot;, quisiera saber cual seria el problema por el cual no puedo realizar el tramite, o si en realidad me corresponde el boleto estudiantil municipal?  saludos! ",4,1,2,1,2018,0,4,2,1,1,54,4,345,0.0,0.8144927536231884,0,53,26,0.8113207547169812,0.028985507246376812,1,0,17.230282,Boleto Universitario
"ya hice el tramite de la sube, del boleto estudiantil.. pero no se como recibir o que tengo que hacer para recibir ese beneficio. ",0,3,3,1,2018,3,8,4,1,1,54,7,130,0.0,0.7846153846153846,0,25,16,0.92,0.03076923076923077,3,0,17.227367,Boleto Universitario
"hola que tal,quisiera saber cuándo cargan el beneficio del boleto estudiantil en la sube ya que el mes pasado lo hice y no me han acreditado.desde ya gracias saludos ",0,5,7,1,2017,2,5,4,1,1,54,1,166,0.0,0.8132530120481928,1,30,19,0.9,0.012048192771084338,1,0,16.74559,Boleto Universitario
"hace mas o menos un mes hice el tramite por el boleto estudiantil provincial, y ahora cuando lo quiero volver a hacer porque al parecer no salí beneficiada ya que no me cargaron la sube; me dice que ya tengo un beneficio asignado. que quiere decir eso? ",4,4,8,2,2018,1,5,3,1,1,0,4,253,0.0,0.7984189723320159,1,48,28,0.8541666666666666,0.015810276679841896,1,0,16.33606,Boleto Universitario
cuando inició el trámite para el boleto provincial me salta error de credenciales quisiera saber porque gracias ,0,1,3,1,2018,0,3,2,1,1,54,4,112,0.0,0.8482142857142857,2,18,6,0.9444444444444444,0.0,1,0,16.335404999999998,Boleto Universitario
"el boleto estudiantil dice que ya tengo el beneficio otorgado pero no se carga a mi tarjeta sube, que tengo qur hacer? yo hice el tramite el año pasado ",1,1,3,1,2018,1,7,4,1,1,3,4,152,0.0,0.7960526315789473,0,30,18,0.8333333333333334,0.013157894736842105,1,0,16.073122,Boleto Universitario
hola perdí mi sube y le di de baja. hace un mes registre mi sube nueva y no tengo adquirido el boleto estudiantil por el cual se me otorgaba dinero en la sube todos los meses y se me cobraba el boleto con descuento. quisiera recuperar mi beneficio en mi nueva sube. saludos cordiales espero respuesta. ,3,4,3,1,2018,3,7,3,1,1,3,9,302,0.0,0.8013245033112583,1,57,33,0.7543859649122807,0.013245033112582781,4,0,16.071535,Boleto Universitario
"llene el formulario de pre inscripcion para la sube estudiantil y no pude terminar el tramite, figura error ",3,1,4,1,2018,2,8,4,1,0,2,1,108,0.0,0.8240740740740741,0,19,11,0.9473684210526315,0.009259259259259259,1,0,16.064116000000002,Boleto Universitario
"buenas noches ,queria consultar por el boleto estudiantil,hace mas de un mes  tramite lo del boleto estudiantil,y todavia me cobran como siempre el boleto ",3,2,6,1,2017,3,2,2,1,1,43,4,155,0.0,0.8193548387096774,0,26,13,0.8461538461538461,0.01935483870967742,1,0,16.009739,Boleto Universitario
"he perdido mi tarjeta sube con el beneficio del boleto estudiantil. he comprado una nueva tarjeta y la registré a nombre mío, como hago para obtener nuevamente el beneficio del boleto estudiantil? ",0,2,7,1,2017,2,7,3,1,1,27,4,197,0.0,0.8223350253807107,2,33,18,0.8181818181818182,0.015228426395939087,1,0,15.859822,Boleto Universitario
"buenas tardes, tengo el beneficio del boleto estudiantil que brinda la unlu. el tramite ya lo hice varias veces, pero esa sube se me rompió, ya registre otra pero no logro hacer de nuevo el tramite con la ultima sube, quisiera  saber como solucionarlo. gracias ",1,4,11,2,2017,1,6,3,1,1,5,1,261,0.0,0.8007662835249042,1,47,24,0.851063829787234,0.022988505747126436,2,0,15.845856,Boleto Universitario
"hola, quisiera consultar por el beneficio del boleto estudiantil. me dice que ya tengo un beneficio, el cual no ( hubo un error el jueves 24/8 con sube que figuraban todos con tarifa social, ya fue corregido en la fecha.. como hago para acceder al boleto?  gracias  gisela   ",4,4,8,2,2017,3,2,4,1,1,95,10,275,0.0,0.7672727272727272,0,53,33,0.8113207547169812,0.025454545454545455,3,0,15.765007,Boleto Universitario
quería saber que beneficio tengo en la sube y porque no puedo hacer el boleto estudiantil ,6,4,8,2,2019,2,3,4,1,0,5,1,90,0.0,0.8222222222222222,1,17,8,1.0,0.0,1,0,15.72497,Boleto Universitario
buenos días.  el cuatrimestre pasado me inscribí al boleto estudiantil provincial y me lo aprobaron. a partir de los días 20 de cada mes se me cargaban $315 en la sube. este mes quise cargarlo y me decía que no había cargas pendientes. quería saber porque me pasa eso y si tengo que hacer algún nuevo tramite para seguir con el beneficio. gracias! ,1,4,3,1,2018,1,7,3,1,1,27,4,348,0.0,0.7816091954022989,7,65,36,0.8307692307692308,0.017241379310344827,5,0,15.581671,Boleto Universitario
"boleto estudiantil: a quien corresponda: gestione el tramite, del boleto estudiantil con mi sube. hace una semana atrás. pero aun no veo acreditado en mi sube el monto. podrán indicarme los pasos, el tramite se gestiono? con quien debo comunicarme?? ",2,1,7,1,2017,0,3,2,1,1,3,4,250,0.0,0.8,2,41,21,0.8536585365853658,0.04,3,0,15.555716,Boleto Universitario
"buenas tardes, quisiera realizar una consulta con respecto al boleto estudiantil. yo ya tenia el beneficio, pero cuando me acerque a una terminal sube este mes y me figura como que no tengo cargas pendientes. intente realizar la solicitud del boleto, pero me dice que ya tengo el beneficio. gracias. ",1,3,4,1,2018,2,6,2,1,1,27,4,300,0.0,0.81,0,51,27,0.8235294117647058,0.023333333333333334,4,0,15.521148,Boleto Universitario
"perdi mi sube en la cual estaba registrado el boleto estudiantil provincial, ya tengo la nueva sube registrada pero al apoyarla en las terminales automaticas no se me carga el saldo del boleto estudiantil. quiero saber si necesito hacer algun tramite en el cual actualice el nuevo numero de la tarjeta sube para poder seguir obteniendo el beneficio.  muchas gracias. ",4,2,3,1,2018,3,6,3,1,1,1,4,367,0.0,0.8228882833787466,0,62,30,0.7903225806451613,0.010899182561307902,3,0,15.50031,Boleto Universitario
"hola mí consulta es registre mi tarjeta sube con el beneficio de boleto estudiantil , pero lamentablemente se me rompió la sube ya di de baja. como hago para obtener de nuevo el beneficio del boleto desde ya muchas gracias  ",3,1,8,2,2017,1,8,3,1,1,52,4,224,0.0,0.8080357142857143,2,42,26,0.8095238095238095,0.008928571428571428,1,0,15.092579,Boleto Universitario
"hola, quiero saber cuando puedo realizar el tramite del boleto estudiantil, ya que el sistema me salta error. ",0,1,3,1,2018,1,2,0,0,0,0,1,110,0.0,0.8090909090909091,0,19,7,0.9473684210526315,0.02727272727272727,1,0,15.049752999999999,Boleto Universitario
en la solicitud del  boleto estudiantil provincial me dice que ya tengo un beneficio asignado. pero es un error. como puedo tramitar de nuevo el beneficio? ,2,3,3,1,2018,3,3,1,1,1,4,4,156,0.0,0.8076923076923077,0,28,16,0.9285714285714286,0.019230769230769232,2,0,15.033969,Boleto Universitario
"hola buenas tardes, queria consultar por el tema del boleto estudiantil provincial. yo realice el tramite y me dice que tengo un beneficio otorgado pero de todas formas no se me brinda la carga en mi sube. ni en el mes de abril , ni de mayo se me cargo nada no sabría por que.  gracias  ",5,1,5,1,2019,1,8,4,1,1,54,4,287,0.0,0.7804878048780488,1,59,38,0.7796610169491526,0.017421602787456445,3,0,15.024269,Boleto Universitario
"he dado de baja mi sube por perdida. necesito registrar otra, para poder acceder al beneficio del boleto estudiantil. ",6,4,6,1,2018,1,6,2,1,1,27,4,118,0.0,0.8135593220338984,0,20,11,1.0,0.025423728813559324,2,0,14.995003,Boleto Universitario
me dice que ya poseo él beneficio del boleto estudiantil  pero no me acreditan él saldo en la sube ,3,1,4,1,2019,3,8,4,1,1,5,12,99,0.0,0.797979797979798,2,21,15,0.8571428571428571,0.0,1,0,14.995003,Boleto Universitario
"hola, mire la consulta que tengo es que al seleccionar iniciar tramite del boleto estudiantil, me dice que ya tengo asignado un beneficio, yo ya registre mi sube y ya había seleccionado iniciar tramite, descargue la solicitud. y ahora que debo hacer?? ",1,2,3,1,2018,3,8,4,1,1,3,4,252,0.0,0.8055555555555556,1,43,23,0.7906976744186046,0.027777777777777776,1,0,14.814020999999999,Boleto Universitario
"hola! hace aproximadamente un mes hice el trámite del boleto estudiantil, pero todavía no me dan el beneficio. la sube ya está a mi nombre, llene el formulario correspondiente y nunca me mandaron el mail.  espero que puedan ayudarme, muchas gracias!  ",0,2,8,2,2019,3,7,4,1,1,27,4,251,0.0,0.8007968127490039,3,44,25,0.8636363636363636,0.027888446215139442,2,0,14.789924,Boleto Universitario
"hola quise hacer el tramite para el beneficio del boleto estudiantil  y me dice que ya tengo un beneficio asignado, queria saber cual es ese beneficio?? ",3,1,6,1,2017,2,6,3,1,1,54,1,153,0.0,0.803921568627451,0,28,16,0.8928571428571429,0.0196078431372549,1,0,14.788107,Boleto Universitario
no se me adjudica el beneficio del boleto estudiantil en las terminales sube y ya hice todos los trámites correspondientes. ,3,2,3,1,2019,1,4,2,1,1,43,1,124,0.0,0.8306451612903226,1,21,13,1.0,0.008064516129032258,1,0,14.76651,Boleto Universitario
yo trámite el boleto estudiantil pero no se me asignó un beneficio en la sube aun. como es el tema? ,2,3,3,1,2019,2,6,4,1,1,3,1,100,0.0,0.78,2,21,15,0.9523809523809523,0.02,1,0,14.76651,Boleto Universitario
"hola, quise registrar la sube para el boleto estudiantil municipal y el sistema me informa que el código postal no es correspondiente para el beneficio. saben porque me arroja ese error? tengo entendido que si se aplica en nuestra localidad... saludos! ",6,1,3,1,2019,3,7,4,1,1,5,4,253,0.0,0.8102766798418972,1,42,20,0.8571428571428571,0.02766798418972332,4,0,14.739870999999999,Boleto Universitario
"hola!!quería hacer una consulta con respecto al boleto estudiantil... hice el tramite,pero me dice que ya poseo un beneficio asignado  a que se refiere??? porque yo no poseo sube con descuento,gracias.                       saludos:lilian gomez ",0,2,3,1,2018,1,4,3,1,1,52,4,245,0.0,0.7224489795918367,1,57,41,0.543859649122807,0.04897959183673469,4,0,14.69474,Boleto Universitario
"hola, yo inicié el tramite del boleto estudiantil con una sube a mi nombre y la perdí, igualmente nunca se me acreditó el beneficio. ahora compré otra y quiero iniciar el trámite pero me dice que ya tengo el beneficio asignada. que puedo hacer? ",3,1,4,1,2019,3,8,4,1,1,3,1,245,0.0,0.8,5,45,24,0.8666666666666667,0.02040816326530612,2,0,14.65386,Boleto Universitario
"hola, inicie el tramite municipal para el boleto estudiantil por error quería solicitar el provincial, se puede solucionar esta situación?  ",3,4,8,2,2018,3,8,4,1,1,8,4,140,0.0,0.8285714285714286,2,22,9,0.8636363636363636,0.02142857142857143,1,0,14.591102,Boleto Universitario
completé la solicitud de cambio de carrera a profesorado en fisica. ,4,1,11,2,2018,2,6,4,1,1,8,7,68,0.0,0.8235294117647058,1,12,6,0.9166666666666666,0.014705882352941176,1,0,13.871443,Cambio de Carrera
completé la solicitud de cambio de carrera a profesorado en fisica. ,4,1,11,2,2018,2,6,4,1,1,8,7,68,0.0,0.8235294117647058,1,12,6,0.9166666666666666,0.014705882352941176,1,0,13.871443,Cambio de Carrera
yo pedi cambio de carrera de administracion a livenciatura de enfermeria.quisiera confirmar si fue posible el cambio. ,3,4,12,2,2018,2,2,1,1,1,52,1,118,0.0,0.8389830508474576,0,18,10,0.8888888888888888,0.01694915254237288,2,0,12.572102000000001,Cambio de Carrera
"buen día, quisiera solicitar la simultaneidad con la carrera de licenciatura en administración , es posible??   muchas gracias!! ",3,4,12,2,2018,1,4,2,1,1,54,4,129,0.0,0.7984496124031008,2,21,12,0.8571428571428571,0.046511627906976744,1,0,12.455978,Cambio de Carrera
solicito si es posible mandarme el certificado de inscripción a la carrera. necesito para solicitar la beca ,0,1,5,1,2016,0,2,1,1,1,5,4,108,0.0,0.8333333333333334,1,18,10,0.9444444444444444,0.009259259259259259,1,0,11.505208999999999,Cambio de Carrera
buenos dias! estoy inscripta en la carrera de lic en administración y me interesaría realizar el cambio de carrera para contador publico. quisiera solicitar asesoramiento para realizar el trámite.  muchas gracias! ,2,1,2,1,2018,3,6,2,1,1,3,9,214,0.0,0.8317757009345794,3,33,14,0.7878787878787878,0.018691588785046728,2,0,10.438450999999999,Cambio de Carrera
"estimados   deseo consultar que posibilidades tengo para cambiar de carrera, si es posible hacerlo para comenzar a cursar en el 2do período 2016.  a la espera de respuesta saludo atte.- ",5,3,4,1,2016,2,1,1,1,1,0,1,186,0.0,0.7741935483870968,1,34,17,0.8235294117647058,0.016129032258064516,2,0,10.260432000000002,Cambio de Carrera
buenas tardes quiero reingresar a la universidad. presente el cambio de carrera el 30/05/2016 y aun no puedo ingresar a la web. quedo a la espera de sus comentarios. muchas gracias ,1,2,6,1,2016,1,2,1,1,1,3,4,181,0.0,0.7569060773480663,0,32,16,0.8125,0.016574585635359115,3,0,10.201049000000001,Cambio de Carrera
buenas tardes quiero reingresar a la universidad. presente el cambio de carrera el 30/05/2016 y aun no puedo ingresar a la web. quedo a la espera de sus comentarios. muchas gracias ,1,2,6,1,2016,1,2,1,1,1,3,4,181,0.0,0.7569060773480663,0,32,16,0.8125,0.016574585635359115,3,0,10.201049000000001,Cambio de Carrera
me quiero anotar para la carrera de profesorado en educacion fisica. gracias ,1,3,10,2,2017,1,7,0,0,1,43,4,77,0.0,0.8311688311688312,0,13,6,1.0,0.012987012987012988,1,0,10.01909,Cambio de Carrera
"buenos días, me dirijo a uds. con el motivo de consultar sobre la simultaneidad de la materia costos para la toma de decisiones (21046), yo aprobé costos (20046) que tenía regular de la carrera de contador pero al cambiarme a la carrera de lic en administración no se me computó la simultaneidad a toma de decisiones, tengo que solicitar el cambio en alumnos o se realiza automáticamente? agradezco su repuesta. atte. paula ",2,5,5,1,2017,0,3,1,1,1,3,4,424,0.0,0.7806603773584906,6,73,39,0.6986301369863014,0.01650943396226415,3,0,9.916158,Cambio de Carrera
"para pedir cambio de comisión de la asignatura  contabilidad i, me anote en la comisión  42 y quisiera cambiarme a la comisión 23 por el tema de horarios. gracias. ",2,4,2,1,2019,3,8,4,1,1,3,12,164,0.0,0.7682926829268293,3,32,20,0.75,0.018292682926829267,2,0,9.770660000000001,Cambio de Carrera
"buenas tardes, realice la pre inscripción pero intruduci mal la carrera.  quisiera cambiarme, &iquest;cómo hago?  gracias  ",0,3,4,1,2016,1,4,0,0,0,18,4,123,0.0,0.7967479674796748,2,20,9,0.8,0.04065040650406504,1,0,9.654945,Cambio de Carrera
quisiera cambiarme de carrera a licenciatura en cs de la ducacion  ,4,2,9,2,2019,0,4,2,1,1,96,1,67,0.0,0.8208955223880597,0,13,8,0.8461538461538461,0.0,1,0,9.626458,Cambio de Carrera
"buenas tardes, trato de ingresar a la planilla para completar el formulario de inscripcion a la carrera de ed. fisica y me salta un link diciendo que terminó la inscripcion, puede ser posible? recien comienzan las inscripciones.  espero su respuesta, saludos. ",3,3,9,2,2015,2,5,0,0,1,0,7,260,0.0,0.8115384615384615,1,43,21,0.8604651162790697,0.026923076923076925,3,0,9.563858,Cambio de Carrera
"buenas dias, queria anotarme para seguir la carrera o cambiarme a otra. ",4,4,10,2,2018,0,8,2,1,1,3,1,72,0.0,0.8055555555555556,0,13,5,1.0,0.027777777777777776,1,0,9.459407,Cambio de Carrera
quisiera cambiarme a la carrera de licenciatura en administracion. que debo hacer? ,4,4,4,1,2017,2,6,3,1,0,54,4,83,0.0,0.8313253012048193,0,13,7,1.0,0.024096385542168676,1,0,9.459407,Cambio de Carrera
toda la informacion posible sobre la carrera gracias. ,4,4,2,1,2019,2,2,0,0,1,0,4,54,0.0,0.8333333333333334,0,9,4,0.8888888888888888,0.018518518518518517,1,0,9.394938,Cambio de Carrera
buenas noches. hace unas semanas fui a solicitar el cambio de carrera y ya me lo aprobaron. ahora debo ir a inscribirme para comenzar a cursar el año que viene? en que fechas? gracias.  ,6,4,9,2,2019,3,6,3,1,1,54,1,186,0.0,0.7849462365591398,0,36,22,0.8611111111111112,0.026881720430107527,3,0,9.376804,Cambio de Carrera
"buen día, me sale el siguiente mensaje, que debo hacer: no es posible solicitar el restablecimiento de clave. estudiante inhabilitado. gracias saluda atte    ",1,3,6,1,2016,0,3,1,1,1,54,4,158,0.0,0.8037974683544303,1,27,16,0.8518518518518519,0.03164556962025317,2,0,9.280676,Cambio de Carrera
"quiero inscribirme para empezar a estudiar en 2016 . yo ya habia empezado una carrera en 2014 pero tube que dejar por un accidente .. quisera que me informen lo antes posible para poder empezar mis estudios , cuento con analitico de secundario en mano . desde ya muchas gracias  ",2,3,9,2,2015,0,6,0,0,1,25,1,279,0.0,0.7706093189964157,0,52,30,0.8461538461538461,0.017921146953405017,4,0,9.118572,Cambio de Carrera
solicitud de cambio de carrera.   gracias ,1,2,2,1,2017,1,5,3,1,1,0,1,42,0.0,0.7857142857142857,0,9,5,0.6666666666666666,0.023809523809523808,1,0,9.111345,Cambio de Carrera
"aspiro a inscribrme al prof. de educacion fisica, pero al hacer la inscripcion on - line me dice que ya soy un estudiante universitario y no es posible realizar la registracion. ",1,4,10,2,2015,2,3,0,0,1,0,4,178,0.0,0.8033707865168539,0,32,20,0.9375,0.016853932584269662,2,0,8.935319999999999,Cambio de Carrera
"buenos dias, quisiera reinscribirme en la carrera.- sera posible??? muchas gracias ",4,4,6,1,2019,0,4,2,1,1,54,4,83,0.0,0.7951807228915663,0,12,4,1.0,0.060240963855421686,1,0,8.897202499999999,Cambio de Carrera
"buen día, quisiera solicitar la carga del acta correspondiente al ciclo de actividades optativas (código de asignatura: 10217) aprobado y acreditado el día 24/6/2016.  desde ya muchas gracias. ",3,2,8,2,2016,0,5,2,1,1,18,1,193,0.0,0.7461139896373057,3,30,14,0.9333333333333333,0.02072538860103627,2,0,8.82611,Cambio de Carrera
"buenas tardes, me comunico a fin de solicitar información de los pasos a realizar para solicitar el titulo. dado que intenté a través de este medio pero me arroja como resultado &quot;no es posible realizar solicitudes de titulo&quot;. gracias ",3,4,12,2,2018,1,7,3,1,1,0,4,244,0.0,0.8114754098360656,3,40,20,0.8,0.020491803278688523,2,0,8.788492,Cambio de Carrera
"yo bajo el legajo 141971, cursaba la licenciatura en trabajo social, tuve un infarto y no volvi a cursarla ,desearia hacer el cambio de carrera a la licenciatura en historia, de ser posible por favor confirmarmelo.gracias ",3,2,5,1,2018,2,1,3,1,1,6,1,222,0.0,0.7882882882882883,0,37,19,0.8378378378378378,0.02252252252252252,1,0,8.721941000000001,Cambio de Carrera
"solicité cambio de carrera, pero todavia figura la carrera anterior. ya confirme por web el cambio de carrera. ",6,4,10,2,2017,1,6,4,1,1,16,7,111,0.0,0.8108108108108109,1,19,9,0.8947368421052632,0.02702702702702703,2,0,8.632259,Cambio de Carrera
estimados  solicito cambio carrera. como debo proceder. muchas gracias ,4,4,5,1,2017,0,2,2,1,1,3,12,71,0.0,0.8309859154929577,0,11,4,0.9090909090909091,0.028169014084507043,2,0,8.610961,Cambio de Carrera
"buenas noches,como me inscribo para la carrera de profe de ed. fisica via  web? ",1,3,10,2,2018,3,4,0,0,1,43,1,80,0.0,0.775,0,16,10,0.875,0.0375,1,0,8.541175,Cambio de Carrera
por razones personales necesito cambiar la fecha de presentacion a examen final al 28/12/2016 &iquest;ser&agrave; posible?  me anot&egrave; por web al 21/12/201659272 ,3,3,12,2,2016,2,3,1,1,1,1,4,167,0.0,0.6706586826347305,0,24,11,0.875,0.023952095808383235,1,0,8.479392,Cambio de Carrera
cambio de carrera ,3,3,10,2,2018,2,6,3,1,1,7,1,18,0.0,0.8333333333333334,0,4,2,1.0,0.0,1,0,8.448967,Cambio de Carrera
que posibilidad tengo para cambiarme de esta carrera al profesorado de ciencias de la educacion o profesorado de historia? ,1,4,2,1,2018,3,1,3,1,1,4,4,123,0.0,0.8373983739837398,0,20,11,0.8,0.008130081300813009,1,0,8.434807000000001,Cambio de Carrera
buenas tardes  me recibi el dia 20 de diciembre aproximadamente y necesito solicitar la constancia de titulo en tramite para anotarme en la licenciatura en educacion fisica  cuando podre hacer dicha solicitud? ,1,2,1,1,2019,2,7,3,1,1,43,4,210,0.0,0.8238095238095238,0,35,16,0.8285714285714286,0.004761904761904762,1,0,8.3850765,Cambio de Carrera
"buenos dias,  hoy despues de varios meses de estar sin cursar, quise ingresar a mi legajo y visualizo lo siguiente: no es posible solicitar el restablecimiento de clave. estudiante inhabilitado. tengo entendido que no tengo la carrera vencida. a que se puede deber? aguardo me confirmen. muchas gracias.  romina ",2,1,8,2,2016,0,3,1,1,1,54,4,312,0.0,0.8076923076923077,0,52,22,0.8461538461538461,0.028846153846153848,5,0,8.331745,Cambio de Carrera
"buenas tardes, perdon la molestia, estoy cursando en simultaneidad la carrera de contador publico e ingeniería en alimentos. contador publico no es lo que me esperaba y me gustaría poder hacer la tecnicatura en inspección en alimentos a la par de la ingeniería. cuales son los pasos a seguir para darme de baja en una e inscribirme en la otra? ",1,2,10,2,2015,1,4,3,1,1,54,4,344,0.0,0.811046511627907,4,61,33,0.7213114754098361,0.014534883720930232,2,0,8.29038,Cambio de Carrera
"buenas tardes, el dia 16/05/2016, en la sede san miguel, solicite la reincorporacion y el cambio de carrera, la cual inicialmente era licenciatura en administracion, y  ahora contador publico. pero en mis datos sigue figurando la de licenciatura. agradecere su respuesta . estela ",4,4,5,1,2016,2,1,1,1,1,54,1,280,0.0,0.7785714285714286,0,45,24,0.8,0.02857142857142857,3,0,8.284702000000001,Cambio de Carrera
queria consultar el periodo de inscripción en la pagina para la carrera de profesorado en educación fisica. ,1,3,10,2,2019,3,8,0,0,1,43,1,108,0.0,0.8333333333333334,2,18,9,0.8333333333333334,0.009259259259259259,1,0,8.268406,Cambio de Carrera
